cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,8078,-16922,466,468,8078,32.0,528,286,78,2669093
ABa:2,ABa,2,8064,-16936,593,589,8064,36.0,522,272,86,4982731
ABa:3,ABa,3,7437,-17563,33,32,7437,40.0,504,256,78,3064594
ABa:4,ABa,4,7221,-17779,-6,-6,7221,34.0,484,258,66,1950791
ABal:5,ABal,5,7249,-17751,-4,-4,7249,40.0,504,272,54,1207470
ABal:6,ABal,6,7461,-17539,370,370,7461,40.0,520,292,54,1029662
ABal:7,ABal,7,7823,-17177,816,816,7823,38.0,528,308,62,1172757
ABal:8,ABal,8,8252,-16748,1193,1193,8252,40.0,544,318,66,1767081
ABal:9,ABal,9,8518,-16482,1430,1430,8518,41.0,534,304,74,3177118
ABal:10,ABal,10,8088,-16912,1066,1066,8088,46.0,538,294,70,2699244
ABal:11,ABal,11,8028,-16972,968,967,8028,40.0,556,316,74,3071617
ABal:12,ABal,12,7818,-17182,902,896,7818,36.0,564,320,82,5000819
ABal:13,ABal,13,7506,-17494,639,630,7506,33.0,560,326,78,4045332
ABal:14,ABal,14,6830,-18170,88,81,6830,28.0,566,314,90,3044250
ABal:15,ABal,15,6668,-18332,-11,-11,6668,26.0,534,292,62,1249777
ABala:16,ABala,16,6830,-18170,160,160,6830,33.0,558,272,46,614594
ABala:17,ABala,17,7164,-17836,444,444,7164,28.0,560,274,54,637894
ABala:18,ABala,18,7379,-17621,713,713,7379,27.0,570,276,62,894163
ABala:19,ABala,19,7308,-17692,717,717,7308,24.0,572,286,66,1220493
ABala:20,ABala,20,7388,-17612,796,795,7388,23.0,578,288,70,1745777
ABala:21,ABala,21,7466,-17534,911,911,7466,23.0,576,278,70,1978552
ABala:22,ABala,22,7621,-17379,988,993,7621,30.0,580,280,70,2383149
ABala:23,ABala,23,7413,-17587,784,785,7413,26.0,582,278,70,2380351
ABala:24,ABala,24,7395,-17605,734,734,7395,32.0,580,266,66,2146764
ABala:25,ABala,25,7362,-17638,724,725,7362,30.0,572,258,70,2341563
ABala:26,ABala,26,7179,-17821,547,547,7179,27.0,564,254,66,2007289
ABala:27,ABala,27,6566,-18434,-75,-75,6566,26.0,556,250,62,1161266
ABalaa:28,ABalaa,28,6626,-18374,16,17,6626,27.0,576,262,46,497240
ABalaa:29,ABalaa,29,6960,-18040,398,398,6960,26.0,578,238,50,519056
ABalaa:30,ABalaa,30,6948,-18052,429,429,6948,26.0,578,228,54,651769
ABalaa:31,ABalaa,31,6965,-18035,474,474,6965,22.0,580,236,58,822795
ABalaa:32,ABalaa,32,7107,-17893,582,582,7107,21.0,590,254,58,980749
ABalaa:33,ABalaa,33,6887,-18113,386,386,6887,22.0,586,252,58,1031838
ABalaa:34,ABalaa,34,6934,-18066,375,375,6934,22.0,588,252,58,1116623
ABalaa:35,ABalaa,35,6776,-18224,214,214,6776,23.0,586,254,58,1171307
ABalaa:36,ABalaa,36,6960,-18040,328,328,6960,24.0,574,236,58,1116286
ABalaa:37,ABalaa,37,6862,-18138,220,220,6862,26.0,570,232,58,1148597
ABalaa:38,ABalaa,38,7012,-17988,361,361,7012,26.0,568,222,58,1260869
ABalaa:39,ABalaa,39,7031,-17969,361,361,7031,25.0,574,240,58,1244088
ABalaa:40,ABalaa,40,6837,-18163,229,231,6837,23.0,578,242,62,1388211
ABalaa:41,ABalaa,41,6785,-18215,141,141,6785,24.0,580,254,58,1094513
ABalaa:42,ABalaa,42,6902,-18098,219,219,6902,23.0,582,248,58,1100540
ABalaa:43,ABalaa,43,7063,-17937,367,367,7063,24.0,580,252,58,1193411
ABalaa:44,ABalaa,44,6778,-18222,33,33,6778,22.0,574,254,58,1151747
ABalaa:45,ABalaa,45,6686,-18314,-97,-97,6686,22.0,562,252,50,619734
ABalaaa:46,ABalaaa,46,6515,-18485,-255,-253,6515,24.0,584,240,42,370128
ABalaaa:47,ABalaaa,47,6903,-18097,152,152,6903,24.0,598,262,46,477751
ABalaaa:48,ABalaaa,48,6846,-18154,130,130,6846,24.0,594,262,50,525799
ABalaaa:49,ABalaaa,49,6906,-18094,163,163,6906,24.0,604,272,50,562393
ABalaaa:50,ABalaaa,50,7016,-17984,156,156,7016,24.0,598,260,50,654370
ABalaaa:51,ABalaaa,51,7022,-17978,181,181,7022,24.0,596,252,50,705227
ABalaaa:52,ABalaaa,52,7085,-17915,204,204,7085,25.0,592,244,50,725435
ABalaaa:53,ABalaaa,53,7056,-17944,145,145,7056,25.0,596,248,50,773988
ABalaaa:54,ABalaaa,54,7071,-17929,39,39,7071,30.0,598,248,46,689609
ABalaaa:55,ABalaaa,55,7171,-17829,57,57,7171,27.0,590,236,50,839926
ABalaaa:56,ABalaaa,56,7326,-17674,129,134,7326,29.0,596,240,50,811750
ABalaaa:57,ABalaaa,57,7272,-17728,77,77,7272,28.0,590,238,50,839686
ABalaaa:58,ABalaaa,58,7290,-17710,147,147,7290,30.0,584,230,54,972322
ABalaaa:59,ABalaaa,59,7302,-17698,95,95,7302,27.0,578,218,54,882984
ABalaaa:60,ABalaaa,60,7352,-17648,130,130,7352,30.0,574,220,50,837784
ABalaaa:61,ABalaaa,61,7180,-17820,29,28,7180,27.0,574,216,54,637454
ABalaaa:62,ABalaaa,62,7168,-17832,76,76,7168,27.0,562,204,50,570769
ABalaaa:63,ABalaaa,63,7052,-17948,-54,-54,7052,27.0,566,212,50,538035
ABalaaa:64,ABalaaa,64,7045,-17955,-14,-14,7045,25.0,568,212,54,594377
ABalaaa:65,ABalaaa,65,6995,-18005,-84,-84,6995,25.0,564,214,54,627943
ABalaaa:66,ABalaaa,66,7024,-17976,-73,-73,7024,21.0,552,220,50,486591
ABalaaa:67,ABalaaa,67,7103,-17897,-28,-29,7103,25.0,558,230,50,600871
ABalaaa:68,ABalaaa,68,6956,-18044,-197,-197,6956,25.0,562,232,50,548970
ABalaaa:69,ABalaaa,69,7049,-17951,-120,-120,7049,22.0,570,246,42,417845
ABalaaaa:70,ABalaaaa,70,7022,-17978,-103,-103,7022,17.0,584,262,38,206654
ABalaaaa:71,ABalaaaa,71,6992,-18008,-120,-120,6992,18.0,590,264,42,248355
ABalaaaa:72,ABalaaaa,72,7296,-17704,154,153,7296,17.0,588,252,42,250469
ABalaaaa:73,ABalaaaa,73,7206,-17794,106,109,7206,20.0,590,252,46,316566
ABalaaaa:74,ABalaaaa,74,7176,-17824,-79,-80,7176,21.0,588,244,42,309582
ABalaaaa:75,ABalaaaa,75,7255,-17745,85,83,7255,23.0,588,248,42,324979
ABalaaaa:76,ABalaaaa,76,7319,-17681,6,17,7319,25.0,600,246,42,379349
ABalaaaa:77,ABalaaaa,77,7370,-17630,108,107,7370,30.0,608,258,42,410759
ABalaaaa:78,ABalaaaa,78,7192,-17808,-20,-20,7192,30.0,610,260,42,455486
ABalaaaa:79,ABalaaaa,79,7249,-17751,-112,-107,7249,33.0,602,240,42,540276
ABalaaaa:80,ABalaaaa,80,7379,-17621,14,1,7379,36.0,592,234,42,624452
ABalaaap:70,ABalaaap,70,7171,-17829,26,25,7171,28.0,542,250,34,223982
ABalaaap:71,ABalaaap,71,7135,-17865,-180,-178,7135,30.0,544,250,42,335789
ABalaaap:72,ABalaaap,72,7030,-17970,-164,-164,7030,31.0,530,242,42,362316
ABalaaap:73,ABalaaap,73,7045,-17955,-213,-231,7045,34.0,520,232,42,422354
ABalaaap:74,ABalaaap,74,7147,-17853,-188,-187,7147,33.0,528,238,42,428342
ABalaaap:75,ABalaaap,75,7198,-17802,-137,-163,7198,35.0,544,240,42,462687
ABalaaap:76,ABalaaap,76,7274,-17726,-76,-77,7274,34.0,556,246,46,621270
ABalaaap:77,ABalaaap,77,7185,-17815,-186,-180,7185,35.0,558,250,46,624845
ABalaaap:78,ABalaaap,78,7296,-17704,-45,-27,7296,35.0,564,246,42,540996
ABalaaap:79,ABalaaap,79,7266,-17734,-112,-108,7266,35.0,550,224,42,528951
ABalaaap:80,ABalaaap,80,7296,-17704,-67,-55,7296,36.0,546,220,42,550976
ABalaap:46,ABalaap,46,6867,-18133,173,171,6867,20.0,550,286,42,326145
ABalaap:47,ABalaap,47,6660,-18340,-107,-108,6660,17.0,556,308,46,322240
ABalaap:48,ABalaap,48,6804,-18196,106,106,6804,18.0,568,328,46,344577
ABalaap:49,ABalaap,49,6765,-18235,118,117,6765,16.0,556,336,46,374316
ABalaap:50,ABalaap,50,6858,-18142,103,103,6858,15.0,556,326,46,377788
ABalaap:51,ABalaap,51,6766,-18234,-111,-111,6766,13.0,546,312,50,416762
ABalaap:52,ABalaap,52,6819,-18181,-14,-14,6819,14.0,554,306,50,450155
ABalaap:53,ABalaap,53,6896,-18104,103,103,6896,13.0,554,306,50,457181
ABalaap:54,ABalaap,54,6991,-18009,83,83,6991,15.0,564,294,50,501198
ABalaap:55,ABalaap,55,7093,-17907,130,130,7093,15.0,566,284,50,536447
ABalaap:56,ABalaap,56,7026,-17974,-44,-43,7026,16.0,570,276,50,570900
ABalaap:57,ABalaap,57,7027,-17973,-95,-89,7027,17.0,562,272,50,556578
ABalaap:58,ABalaap,58,7011,-17989,-27,-19,7011,19.0,550,272,50,537276
ABalaap:59,ABalaap,59,7127,-17873,-6,4,7127,18.0,538,274,50,531061
ABalaap:60,ABalaap,60,7024,-17976,-154,-143,7024,21.0,526,270,50,525307
ABalaap:61,ABalaap,61,7284,-17716,132,137,7284,24.0,518,270,50,475185
ABalaap:62,ABalaap,62,7122,-17878,-20,-20,7122,26.0,508,274,50,494296
ABalaap:63,ABalaap,63,7221,-17779,30,30,7221,28.0,506,268,50,501417
ABalaap:64,ABalaap,64,6975,-18025,-129,-129,6975,29.0,502,278,50,555615
ABalaap:65,ABalaap,65,7114,-17886,-56,-55,7114,31.0,490,282,50,570176
ABalaap:66,ABalaap,66,7058,-17942,-41,-42,7058,31.0,488,294,50,584406
ABalaap:67,ABalaap,67,7093,-17907,-66,-66,7093,32.0,486,290,50,554661
ABalaap:68,ABalaap,68,7031,-17969,-51,-51,7031,30.0,486,298,50,630134
ABalaap:69,ABalaap,69,7117,-17883,30,28,7117,34.0,474,312,50,680141
ABalaap:70,ABalaap,70,7210,-17790,23,21,7210,32.0,476,306,54,792824
ABalaap:71,ABalaap,71,7097,-17903,-22,-23,7097,31.0,480,294,46,469350
ABalaapa:72,ABalaapa,72,7172,-17828,90,81,7172,30.0,494,274,34,201831
ABalaapa:73,ABalaapa,73,7265,-17735,68,64,7265,31.0,498,274,42,311477
ABalaapa:74,ABalaapa,74,7231,-17769,-13,-24,7231,30.0,502,272,42,334599
ABalaapa:75,ABalaapa,75,7303,-17697,17,9,7303,33.0,512,270,42,382517
ABalaapa:76,ABalaapa,76,7200,-17800,-85,-87,7200,33.0,508,270,42,394575
ABalaapa:77,ABalaapa,77,7108,-17892,-155,-166,7108,33.0,508,272,42,415596
ABalaapa:78,ABalaapa,78,7202,-17798,1,-7,7202,32.0,516,264,42,438959
ABalaapa:79,ABalaapa,79,7450,-17550,192,210,7450,32.0,518,252,42,436077
ABalaapa:80,ABalaapa,80,7289,-17711,17,20,7289,33.0,510,242,42,481423
ABalaapp:72,ABalaapp,72,6938,-18062,-216,-217,6938,33.0,446,294,38,312368
ABalaapp:73,ABalaapp,73,7151,-17849,-133,-133,7151,36.0,436,294,42,382136
ABalaapp:74,ABalaapp,74,7322,-17678,100,100,7322,34.0,436,292,42,349403
ABalaapp:75,ABalaapp,75,7223,-17777,0,0,7223,35.0,432,286,42,363126
ABalaapp:76,ABalaapp,76,7126,-17874,-166,-165,7126,33.0,430,296,42,378744
ABalaapp:77,ABalaapp,77,7151,-17849,-109,-108,7151,34.0,446,292,42,384179
ABalaapp:78,ABalaapp,78,7145,-17855,-97,-95,7145,33.0,462,284,42,387989
ABalaapp:79,ABalaapp,79,7278,-17722,25,26,7278,34.0,470,280,42,393546
ABalaapp:80,ABalaapp,80,7303,-17697,50,49,7303,32.0,474,276,42,408305
ABalap:28,ABalap,28,6445,-18555,-182,-185,6445,33.0,534,240,46,567605
ABalap:29,ABalap,29,7427,-17573,685,685,7427,38.0,522,226,46,634783
ABalap:30,ABalap,30,7537,-17463,771,771,7537,41.0,522,236,54,943892
ABalap:31,ABalap,31,7565,-17435,872,872,7565,43.0,524,244,58,1400803
ABalap:32,ABalap,32,7466,-17534,754,754,7466,43.0,526,226,58,1652213
ABalap:33,ABalap,33,7194,-17806,480,479,7194,43.0,520,212,58,1794875
ABalap:34,ABalap,34,7133,-17867,452,457,7133,42.0,520,216,62,2082476
ABalap:35,ABalap,35,7176,-17824,457,457,7176,41.0,520,208,58,1749031
ABalap:36,ABalap,36,7076,-17924,314,314,7076,41.0,512,206,62,2008771
ABalap:37,ABalap,37,7068,-17932,305,305,7068,43.0,506,210,62,1826106
ABalap:38,ABalap,38,7218,-17782,436,436,7218,42.0,508,214,62,2035006
ABalap:39,ABalap,39,7063,-17937,265,265,7063,43.0,518,224,62,2114653
ABalap:40,ABalap,40,7142,-17858,404,404,7142,40.0,526,226,62,2031705
ABalap:41,ABalap,41,7241,-17759,457,457,7241,41.0,530,232,62,1983546
ABalap:42,ABalap,42,7243,-17757,440,440,7243,42.0,534,218,62,2049124
ABalap:43,ABalap,43,7167,-17833,313,313,7167,41.0,536,222,58,1816474
ABalap:44,ABalap,44,7147,-17853,248,248,7147,39.0,528,224,58,1770361
ABalap:45,ABalap,45,6937,-18063,-28,-28,6937,38.0,520,230,54,972395
ABalapa:46,ABalapa,46,6859,-18141,-59,-61,6859,38.0,544,210,42,540754
ABalapa:47,ABalapa,47,7046,-17954,85,85,7046,36.0,550,212,42,540471
ABalapa:48,ABalapa,48,6987,-18013,33,33,6987,38.0,560,214,50,757628
ABalapa:49,ABalapa,49,7094,-17906,271,271,7094,36.0,566,212,50,783063
ABalapa:50,ABalapa,50,7327,-17673,402,402,7327,39.0,568,224,54,1069765
ABalapa:51,ABalapa,51,7449,-17551,451,455,7449,37.0,558,218,54,1113131
ABalapa:52,ABalapa,52,7223,-17777,266,265,7223,38.0,544,212,50,989032
ABalapa:53,ABalapa,53,7307,-17693,302,299,7307,38.0,550,216,50,975046
ABalapa:54,ABalapa,54,7397,-17603,272,272,7397,38.0,540,218,50,988145
ABalapa:55,ABalapa,55,7439,-17561,266,266,7439,38.0,538,226,50,1016226
ABalapa:56,ABalapa,56,7403,-17597,150,148,7403,38.0,542,228,54,1119088
ABalapa:57,ABalapa,57,7442,-17558,113,112,7442,39.0,532,218,50,1045606
ABalapa:58,ABalapa,58,7579,-17421,314,316,7579,41.0,532,212,50,1077002
ABalapa:59,ABalapa,59,7662,-17338,381,381,7662,38.0,524,206,54,1201659
ABalapa:60,ABalapa,60,7676,-17324,342,347,7676,40.0,516,208,54,1168548
ABalapa:61,ABalapa,61,7549,-17451,277,277,7549,39.0,516,200,54,903974
ABalapa:62,ABalapa,62,7482,-17518,210,209,7482,37.0,504,198,54,923500
ABalapa:63,ABalapa,63,7468,-17532,261,261,7468,38.0,506,188,54,922906
ABalapa:64,ABalapa,64,7362,-17638,177,177,7362,39.0,506,180,54,921529
ABalapa:65,ABalapa,65,7363,-17637,114,114,7363,39.0,506,182,50,848955
ABalapa:66,ABalapa,66,7467,-17533,185,185,7467,37.0,508,184,46,672211
ABalapa:67,ABalapa,67,7683,-17317,375,375,7683,38.0,502,186,46,658922
ABalapa:68,ABalapa,68,7294,-17706,100,100,7294,33.0,510,192,46,529000
ABalapa:69,ABalapa,69,7183,-17817,-51,-51,7183,36.0,522,208,46,671079
ABalapaa:70,ABalapaa,70,7230,-17770,-49,-48,7230,32.0,556,204,38,336162
ABalapaa:71,ABalapaa,71,7328,-17672,72,80,7328,32.0,564,206,42,359907
ABalapaa:72,ABalapaa,72,7413,-17587,209,193,7413,31.0,556,198,42,364774
ABalapaa:73,ABalapaa,73,7200,-17800,39,27,7200,31.0,546,196,42,358232
ABalapaa:74,ABalapaa,74,7389,-17611,66,68,7389,31.0,528,184,42,400824
ABalapaa:75,ABalapaa,75,7434,-17566,90,82,7434,37.0,536,194,42,501455
ABalapaa:76,ABalapaa,76,7479,-17521,72,71,7479,39.0,546,208,46,659901
ABalapaa:77,ABalapaa,77,7682,-17318,326,323,7682,43.0,560,226,46,730379
ABalapaa:78,ABalapaa,78,7771,-17229,390,397,7771,44.0,568,238,46,770916
ABalapaa:79,ABalapaa,79,7632,-17368,170,164,7632,47.0,558,238,46,811876
ABalapaa:80,ABalapaa,80,7552,-17448,50,65,7552,47.0,550,238,46,818465
ABalapap:70,ABalapap,70,7282,-17718,-40,-40,7282,42.0,508,206,38,401178
ABalapap:71,ABalapap,71,7307,-17693,-75,-80,7307,44.0,512,206,42,512014
ABalapap:72,ABalapap,72,7656,-17344,283,272,7656,45.0,504,206,46,590674
ABalapap:73,ABalapap,73,7481,-17519,66,65,7481,50.0,492,202,46,662435
ABalapap:74,ABalapap,74,7456,-17544,50,48,7456,49.0,490,196,46,646725
ABalapap:75,ABalapap,75,7693,-17307,263,264,7693,51.0,498,208,46,682495
ABalapap:76,ABalapap,76,7658,-17342,217,223,7658,48.0,504,224,42,608059
ABalapap:77,ABalapap,77,7716,-17284,188,189,7716,50.0,510,238,46,704116
ABalapap:78,ABalapap,78,7463,-17537,-47,-34,7463,48.0,512,246,42,610421
ABalapap:79,ABalapap,79,7317,-17683,-128,-120,7317,51.0,506,248,42,648537
ABalapap:80,ABalapap,80,7448,-17552,-41,-35,7448,50.0,502,252,42,654551
ABalapp:46,ABalapp,46,6776,-18224,-76,-78,6776,33.0,504,244,42,424372
ABalapp:47,ABalapp,47,6701,-18299,-92,-92,6701,29.0,496,266,42,352810
ABalapp:48,ABalapp,48,6986,-18014,207,207,6986,31.0,496,270,46,386245
ABalapp:49,ABalapp,49,6857,-18143,130,130,6857,27.0,482,278,50,434097
ABalapp:50,ABalapp,50,6789,-18211,-80,-80,6789,28.0,486,284,50,490479
ABalapp:51,ABalapp,51,6938,-18062,119,119,6938,26.0,494,276,50,498899
ABalapp:52,ABalapp,52,6933,-18067,99,99,6933,29.0,490,268,50,510973
ABalapp:53,ABalapp,53,6870,-18130,32,32,6870,27.0,498,262,50,560585
ABalapp:54,ABalapp,54,7000,-18000,7,10,7000,27.0,490,266,50,542939
ABalapp:55,ABalapp,55,6919,-18081,-68,-68,6919,29.0,486,268,50,558227
ABalapp:56,ABalapp,56,7077,-17923,38,38,7077,31.0,488,268,50,594450
ABalapp:57,ABalapp,57,7174,-17826,89,89,7174,29.0,482,268,50,631879
ABalapp:58,ABalapp,58,7052,-17948,-82,-74,7052,29.0,474,256,54,716727
ABalapp:59,ABalapp,59,7121,-17879,-35,-35,7121,30.0,464,252,54,714764
ABalapp:60,ABalapp,60,7363,-17637,241,245,7363,31.0,452,246,54,754909
ABalapp:61,ABalapp,61,7150,-17850,28,28,7150,31.0,446,244,54,568049
ABalapp:62,ABalapp,62,7112,-17888,-18,-18,7112,32.0,438,248,50,503954
ABalapp:63,ABalapp,63,7253,-17747,60,60,7253,34.0,440,244,50,548826
ABalapp:64,ABalapp,64,7215,-17785,89,101,7215,34.0,434,254,54,722573
ABalapp:65,ABalapp,65,7279,-17721,86,83,7279,37.0,430,256,50,718911
ABalapp:66,ABalapp,66,7150,-17850,-78,-78,7150,37.0,438,250,46,564913
ABalapp:67,ABalapp,67,7352,-17648,101,101,7352,40.0,438,240,46,589454
ABalapp:68,ABalapp,68,7277,-17723,100,101,7277,37.0,444,238,50,672194
ABalapp:69,ABalapp,69,7056,-17944,-136,-136,7056,38.0,450,250,46,600066
ABalappa:70,ABalappa,70,7125,-17875,-107,-107,7125,34.0,472,230,38,308183
ABalappa:71,ABalappa,71,7271,-17729,10,8,7271,36.0,484,234,42,327051
ABalappa:72,ABalappa,72,7369,-17631,202,195,7369,37.0,474,230,42,375553
ABalappa:73,ABalappa,73,7159,-17841,-101,-107,7159,39.0,472,226,42,407398
ABalappa:74,ABalappa,74,7493,-17507,272,273,7493,37.0,472,224,42,446926
ABalappa:75,ABalappa,75,7146,-17854,-132,-131,7146,40.0,472,228,46,532852
ABalappa:76,ABalappa,76,7673,-17327,215,215,7673,39.0,472,228,42,463415
ABalappa:77,ABalappa,77,7183,-17817,-132,-131,7183,41.0,476,238,42,507287
ABalappa:78,ABalappa,78,7651,-17349,253,258,7651,40.0,478,232,42,537237
ABalappa:79,ABalappa,79,7621,-17379,223,218,7621,40.0,472,232,42,516354
ABalappa:80,ABalappa,80,7350,-17650,-35,-39,7350,40.0,464,230,42,541424
ABalappp:70,ABalappp,70,7567,-17433,435,435,7567,38.0,420,258,38,318760
ABalappp:71,ABalappp,71,7344,-17656,38,38,7344,40.0,420,268,42,349480
ABalappp:72,ABalappp,72,7412,-17588,101,100,7412,41.0,398,272,46,439838
ABalappp:73,ABalappp,73,7229,-17771,-40,-36,7229,43.0,392,264,46,466876
ABalappp:74,ABalappp,74,7201,-17799,-121,-117,7201,43.0,392,264,42,403774
ABalappp:75,ABalappp,75,7368,-17632,1,-3,7368,43.0,390,260,46,501003
ABalappp:76,ABalappp,76,7225,-17775,-104,-111,7225,41.0,398,266,46,472731
ABalappp:77,ABalappp,77,7163,-17837,-221,-222,7163,41.0,400,276,46,475979
ABalappp:78,ABalappp,78,7451,-17549,116,118,7451,38.0,408,282,46,487387
ABalappp:79,ABalappp,79,7179,-17821,-152,-156,7179,40.0,418,286,46,460921
ABalappp:80,ABalappp,80,7415,-17585,62,62,7415,39.0,418,288,46,508884
ABalp:16,ABalp,16,6732,-18268,116,116,6732,23.0,536,330,46,442649
ABalp:17,ABalp,17,6992,-18008,243,243,6992,25.0,520,356,54,565838
ABalp:18,ABalp,18,7441,-17559,775,775,7441,29.0,510,374,62,879460
ABalp:19,ABalp,19,7788,-17212,1069,1069,7788,35.0,496,392,66,1455681
ABalp:20,ABalp,20,7882,-17118,1165,1165,7882,39.0,508,390,70,2094222
ABalp:21,ABalp,21,8092,-16908,1230,1230,8092,43.0,524,382,70,2612790
ABalp:22,ABalp,22,8147,-16853,1359,1359,8147,46.0,514,396,70,2939957
ABalp:23,ABalp,23,8072,-16928,1243,1243,8072,45.0,516,398,70,2996244
ABalp:24,ABalp,24,8064,-16936,1351,1351,8064,42.0,520,400,74,3831871
ABalp:25,ABalp,25,7663,-17337,860,860,7663,41.0,522,388,70,2818066
ABalp:26,ABalp,26,7217,-17783,563,563,7217,33.0,530,394,78,3555454
ABalp:27,ABalp,27,6586,-18414,-72,-72,6586,32.0,530,374,58,1072877
ABalpa:28,ABalpa,28,6511,-18489,-161,-161,6511,29.0,542,372,46,471137
ABalpa:29,ABalpa,29,7127,-17873,509,509,7127,29.0,554,358,46,397532
ABalpa:30,ABalpa,30,7076,-17924,448,448,7076,28.0,560,370,54,540977
ABalpa:31,ABalpa,31,7165,-17835,619,619,7165,25.0,572,368,58,800626
ABalpa:32,ABalpa,32,7320,-17680,748,746,7320,24.0,580,364,58,946992
ABalpa:33,ABalpa,33,7451,-17549,840,841,7451,29.0,582,352,58,1232576
ABalpa:34,ABalpa,34,7553,-17447,877,863,7553,32.0,584,352,58,1418998
ABalpa:35,ABalpa,35,7580,-17420,729,736,7580,39.0,580,342,58,1488844
ABalpa:36,ABalpa,36,7525,-17475,626,625,7525,43.0,580,326,54,1373703
ABalpa:37,ABalpa,37,7767,-17233,920,914,7767,41.0,580,330,58,1684308
ABalpa:38,ABalpa,38,7310,-17690,517,515,7310,38.0,576,336,62,1887524
ABalpa:39,ABalpa,39,7289,-17711,415,396,7289,38.0,578,342,62,1884238
ABalpa:40,ABalpa,40,7209,-17791,453,457,7209,37.0,578,362,58,1515351
ABalpa:41,ABalpa,41,7189,-17811,385,378,7189,38.0,580,352,62,1772043
ABalpa:42,ABalpa,42,7130,-17870,386,382,7130,34.0,576,358,62,1891731
ABalpa:43,ABalpa,43,6915,-18085,83,79,6915,33.0,572,358,62,1733676
ABalpa:44,ABalpa,44,6783,-18217,-75,-73,6783,33.0,566,350,58,1031478
ABalpa:45,ABalpa,45,6717,-18283,-183,-171,6717,34.0,568,344,46,864036
ABalpaa:46,ABalpaa,46,6919,-18081,-119,-119,6919,43.0,572,316,42,663389
ABalpaa:47,ABalpaa,47,7369,-17631,364,363,7369,40.0,576,312,46,739632
ABalpaa:48,ABalpaa,48,7121,-17879,47,47,7121,43.0,578,296,46,755142
ABalpaa:49,ABalpaa,49,7117,-17883,174,177,7117,42.0,586,308,54,1228747
ABalpaa:50,ABalpaa,50,7253,-17747,222,222,7253,43.0,586,306,50,1142484
ABalpaa:51,ABalpaa,51,7060,-17940,-63,-65,7060,41.0,584,300,54,1294463
ABalpaa:52,ABalpaa,52,7263,-17737,231,230,7263,42.0,586,290,50,1165121
ABalpaa:53,ABalpaa,53,7115,-17885,11,11,7115,41.0,582,302,50,1138127
ABalpaa:54,ABalpaa,54,7233,-17767,61,61,7233,44.0,586,300,54,1307940
ABalpaa:55,ABalpaa,55,7331,-17669,83,83,7331,43.0,590,296,50,1132642
ABalpaa:56,ABalpaa,56,7360,-17640,-3,-3,7360,43.0,584,316,50,1078468
ABalpaa:57,ABalpaa,57,7373,-17627,-4,-4,7373,42.0,584,308,50,1138657
ABalpaa:58,ABalpaa,58,7378,-17622,10,9,7378,43.0,582,302,54,1330849
ABalpaa:59,ABalpaa,59,7359,-17641,-8,-8,7359,42.0,580,290,54,1249671
ABalpaa:60,ABalpaa,60,7345,-17655,-70,-70,7345,43.0,572,292,54,1227179
ABalpaa:61,ABalpaa,61,7330,-17670,-66,-64,7330,41.0,572,290,54,952064
ABalpaa:62,ABalpaa,62,7391,-17609,71,71,7391,40.0,580,288,54,1028988
ABalpaa:63,ABalpaa,63,7414,-17586,73,72,7414,40.0,588,280,50,907194
ABalpaa:64,ABalpaa,64,7247,-17753,-63,-62,7247,36.0,590,282,50,906465
ABalpaa:65,ABalpaa,65,7290,-17710,-34,-33,7290,36.0,584,284,54,951113
ABalpaa:66,ABalpaa,66,7185,-17815,-145,-139,7185,34.0,584,294,46,581286
ABalpaa:67,ABalpaa,67,7069,-17931,-264,-242,7069,34.0,590,296,46,579595
ABalpaaa:68,ABalpaaa,68,7005,-17995,-204,-207,7005,33.0,602,284,34,241846
ABalpaaa:69,ABalpaaa,69,7282,-17718,31,29,7282,34.0,610,284,38,298372
ABalpaaa:70,ABalpaaa,70,7228,-17772,4,3,7228,33.0,610,274,42,351785
ABalpaaa:71,ABalpaaa,71,7202,-17798,-12,-12,7202,32.0,612,278,42,338526
ABalpaaa:72,ABalpaaa,72,7265,-17735,11,11,7265,31.0,606,258,42,367679
ABalpaaa:73,ABalpaaa,73,7310,-17690,116,116,7310,32.0,604,264,46,458749
ABalpaaa:74,ABalpaaa,74,7315,-17685,24,28,7315,32.0,600,258,46,500973
ABalpaaa:75,ABalpaaa,75,7248,-17752,-57,-63,7248,36.0,600,276,46,543812
ABalpaaa:76,ABalpaaa,76,7232,-17768,-134,-133,7232,37.0,608,288,42,509087
ABalpaaa:77,ABalpaaa,77,7415,-17585,42,43,7415,41.0,606,302,42,506299
ABalpaaa:78,ABalpaaa,78,7379,-17621,14,16,7379,41.0,604,304,42,535223
ABalpaaa:79,ABalpaaa,79,7518,-17482,176,179,7518,41.0,602,302,42,554120
ABalpaaa:80,ABalpaaa,80,7396,-17604,-133,-131,7396,40.0,602,298,42,598838
ABalpaap:68,ABalpaap,68,7368,-17632,91,84,7368,33.0,562,310,38,276073
ABalpaap:69,ABalpaap,69,7197,-17803,-63,-63,7197,34.0,550,322,38,242135
ABalpaap:70,ABalpaap,70,7119,-17881,-193,-191,7119,31.0,546,322,46,312446
ABalpaap:71,ABalpaap,71,7027,-17973,-257,-260,7027,34.0,542,330,46,312879
