cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight,zraw
Eal:107,Eal,107,11874,-13126,75,82,11874,19,382,312,55,946514,26.6
Eala:162,Eala,162,11373,-13627,-53,-52,11373,-2.2,339,294,47,638032,35.2
Ealaa:236,Ealaa,236,11440,-13560,-49,-42,11440,-13.6,319,287,36,326964,39.8
Ealaad:360,Ealaad,360,0,0,0,0,0,0,0,0,0,0,0
Ealaav:360,Ealaav,360,0,0,0,0,0,0,0,0,0,0,0
Ealap:236,Ealap,236,11459,-13541,8,6,11459,-17,369,294,37,296957,41.2
Ealapa:550,Ealapa,550,0,0,0,0,0,0,0,0,0,0,0
Ealapp:550,Ealapp,550,0,0,0,0,0,0,0,0,0,0,0
Ealp:162,Ealp,162,11350,-13650,-36,-34,11350,4.1,404,264,46,569729,32.7
Ealpa:236,Ealpa,236,11432,-13568,-43,-44,11432,-3.1,354,238,34,279894,35.6
Ealpp:236,Ealpp,236,11407,-13593,-16,-15,11407,-0.6,400,260,38,316363,34.6
Ealppa:550,Ealppa,550,0,0,0,0,0,0,0,0,0,0,0
Ealppp:550,Ealppp,550,0,0,0,0,0,0,0,0,0,0,0
Ear:107,Ear,107,12110,-12890,241,239,12110,-1.4,352,244,55,1180123,34.9
Eara:162,Eara,162,11419,-13581,-50,-54,11419,-19.9,320,249,47,704071,42.4
Earaa:236,Earaa,236,11507,-13493,-26,-33,11507,-27.5,302,241,36,300097,45.4
Earaad:360,Earaad,360,0,0,0,0,0,0,0,0,0,0,0
Earaav:360,Earaav,360,0,0,0,0,0,0,0,0,0,0,0
Earap:236,Earap,236,11492,-13508,-27,-44,11492,-30.3,364,234,38,372013,46.6
Earapa:550,Earapa,550,0,0,0,0,0,0,0,0,0,0,0
Earapp:550,Earapp,550,0,0,0,0,0,0,0,0,0,0,0
Earp:162,Earp,162,11416,-13584,-64,-67,11416,-18.8,405,259,45,619972,41.9
Earpa:236,Earpa,236,11426,-13574,-69,-69,11426,-26.9,398,265,36,290413,45.2
Earpp:236,Earpp,236,11465,-13535,-99,-93,11465,-10,446,288,37,304912,38.4
Earppa:550,Earppa,550,0,0,0,0,0,0,0,0,0,0,0
Earppp:550,Earppp,550,0,0,0,0,0,0,0,0,0,0,0
Ep:63,Ep,63,13785,-11215,1616,1616,13785,8.9,488,334,62,1750361,30.7
Epl:109,Epl,109,13533,-11467,1314,1398,13533,-16.6,451,312,54,1364388,41.1
Epla:166,Epla,166,11866,-13134,324,322,11866,-21.2,452,308,47,667437,42.9
Eplaa:235,Eplaa,235,11691,-13309,63,58,11691,-36,447,290,37,288750,48.9
Eplaaa:550,Eplaaa,550,0,0,0,0,0,0,0,0,0,0,0
Eplaap:550,Eplaap,550,0,0,0,0,0,0,0,0,0,0,0
Eplap:235,Eplap,235,11702,-13298,-153,-83,11702,-17.4,497,306,37,279713,41.4
Eplapa:550,Eplapa,550,0,0,0,0,0,0,0,0,0,0,0
Eplapp:550,Eplapp,550,0,0,0,0,0,0,0,0,0,0,0
Eplp:166,Eplp,166,11849,-13151,118,160,11849,-3.6,527,283,47,580132,35.8
Eplpa:245,Eplpa,245,11666,-13334,-21,-21,11666,-27.8,509,267,37,290608,45.6
Eplpaa:550,Eplpaa,550,0,0,0,0,0,0,0,0,0,0,0
Eplpap:550,Eplpap,550,0,0,0,0,0,0,0,0,0,0,0
Eplpp:245,Eplpp,245,11600,-13400,-39,-38,11600,9.7,528,270,37,252475,30.4
Eplppa:370,Eplppa,370,0,0,0,0,0,0,0,0,0,0,0
Eplppaa:550,Eplppaa,550,0,0,0,0,0,0,0,0,0,0,0
Eplppap:550,Eplppap,550,0,0,0,0,0,0,0,0,0,0,0
Eplppp:370,Eplppp,370,0,0,0,0,0,0,0,0,0,0,0
Eplpppa:550,Eplpppa,550,0,0,0,0,0,0,0,0,0,0,0
Eplpppp:550,Eplpppp,550,0,0,0,0,0,0,0,0,0,0,0
Epr:109,Epr,109,12598,-12402,632,633,12598,14.1,501,255,55,979948,28.6
Epra:166,Epra,166,11786,-13214,293,291,11786,-10.2,433,197,47,627406,38.4
Epraa:235,Epraa,235,11493,-13507,6,6,11493,-21.1,397,208,37,290096,42.8
Epraaa:550,Epraaa,550,0,0,0,0,0,0,0,0,0,0,0
Epraap:550,Epraap,550,0,0,0,0,0,0,0,0,0,0,0
Eprap:235,Eprap,235,11556,-13444,35,32,11556,-22.9,452,227,38,310265,43.6
Eprapa:550,Eprapa,550,0,0,0,0,0,0,0,0,0,0,0
Eprapp:550,Eprapp,550,0,0,0,0,0,0,0,0,0,0,0
Eprp:166,Eprp,166,11834,-13166,225,235,11834,-0.9,526,216,48,690852,34.7
Eprpa:245,Eprpa,245,11585,-13415,-14,-20,11585,-21.6,495,212,37,318006,43
Eprpaa:550,Eprpaa,550,0,0,0,0,0,0,0,0,0,0,0
Eprpap:550,Eprpap,550,0,0,0,0,0,0,0,0,0,0,0
Eprpp:245,Eprpp,245,11548,-13452,-121,-121,11548,2.9,548,226,39,338569,33.1
Eprppa:370,Eprppa,370,0,0,0,0,0,0,0,0,0,0,0
Eprppaa:550,Eprppaa,550,0,0,0,0,0,0,0,0,0,0,0
Eprppap:550,Eprppap,550,0,0,0,0,0,0,0,0,0,0,0
Eprppp:370,Eprppp,370,0,0,0,0,0,0,0,0,0,0,0
Eprpppa:550,Eprpppa,550,0,0,0,0,0,0,0,0,0,0,0
Eprpppp:550,Eprpppp,550,0,0,0,0,0,0,0,0,0,0,0
P2:17,P2,17,11574,-13426,303,303,11574,-4.2,542,318,86,5492692,36
C:43,C,43,13741,-11259,1943,1965,13741,-29.8,501,241,66,2514059,46.4
Ca:67,Ca,67,16582,-8418,4208,4208,16582,-34.3,421,217,61,2250017,48.2
Caa:97,Caa,97,18624,-6376,6017,6016,18624,-45.1,395,187,56,1901000,52.6
Caaa:135,Caaa,135,17747,-7253,5288,5278,17747,-46.3,420,215,47,812771,53.1
Caaaa:163,Caaaa,163,16484,-8516,4308,4302,16484,-49.2,506,280,42,608011,54.2
Caaaaa:215,Caaaaa,215,14061,-10939,2129,2140,14061,-53.4,486,275,38,519166,56
Caaaap:215,Caaaap,215,14541,-10459,2296,2417,14541,-46.9,541,274,36,459044,53.3
Caaap:163,Caaap,163,16308,-8692,3855,3948,16308,-22.7,567,299,41,571838,43.5
Caaapa:220,Caaapa,220,15599,-9401,3234,3331,15599,-35.5,573,288,36,476755,48.7
Caaapp:220,Caaapp,220,15516,-9484,3235,3242,15516,-4.3,600,291,36,474155,36
Caap:135,Caap,135,17353,-7647,4852,4874,17353,-42.7,519,274,45,843677,51.6
Caapa:182,Caapa,182,14612,-10388,2364,2487,14612,19.7,597,292,36,451948,26.3
Caapaa:330,Caapaa,330,0,0,0,0,0,0,0,0,0,0,0
Caapap:330,Caapap,330,0,0,0,0,0,0,0,0,0,0,0
Caapp:182,Caapp,182,14039,-10961,1892,1969,14039,31.7,603,303,42,434750,21.5
Caappd:235,Caappd,235,13207,-11793,1196,1290,13207,33.9,612,305,36,299883,20.6
Caappv:235,Caappv,235,11961,-13039,241,286,11961,70.9,564,287,31,173420,5.6
Cap:97,Cap,97,18617,-6383,5898,5914,18617,-37.4,476,257,54,1764273,49.5
Capa:135,Capa,135,18001,-6999,5558,5580,18001,-11.1,494,346,45,681124,38.8
Capaa:190,Capaa,190,13890,-11110,1787,1841,13890,46.5,492,343,39,266706,15.5
Capaaa:245,Capaaa,245,14080,-10920,1380,1633,14080,23.6,448,341,34,281804,24.8
Capaaaa:320,Capaaaa,320,0,0,0,0,0,0,0,0,0,0,0
Capaaap:320,Capaaap,320,0,0,0,0,0,0,0,0,0,0,0
Capaap:245,Capaap,245,13234,-11766,1049,1153,13234,36.9,477,290,36,267550,19.4
Capaapa:330,Capaapa,330,0,0,0,0,0,0,0,0,0,0,0
Capaapp:330,Capaapp,330,0,0,0,0,0,0,0,0,0,0,0
Capap:190,Capap,190,13798,-11202,1414,1537,13798,49.7,535,315,39,284140,14.2
Capapa:245,Capapa,245,14236,-10764,1271,1557,14236,24.7,479,344,35,318138,24.3
Capapaa:325,Capapaa,325,0,0,0,0,0,0,0,0,0,0,0
Capapap:325,Capapap,325,0,0,0,0,0,0,0,0,0,0,0
Capapp:245,Capapp,245,13912,-11088,1257,1348,13912,40,511,305,32,214509,18.1
Capappa:331,Capappa,331,0,0,0,0,0,0,0,0,0,0,0
Capappp:331,Capappp,331,0,0,0,0,0,0,0,0,0,0,0
Capp:135,Capp,135,19152,-5848,6369,6413,19152,-19.8,556,332,45,766356,42.3
Cappa:197,Cappa,197,15910,-9090,3389,3405,15910,14.5,558,330,40,453869,28.4
Cappaa:240,Cappaa,240,14808,-10192,2234,2310,14808,-4.2,508,335,37,443236,36
Cappaaa:310,Cappaaa,310,0,0,0,0,0,0,0,0,0,0,0
Cappaap:310,Cappaap,310,0,0,0,0,0,0,0,0,0,0,0
Cappap:240,Cappap,240,14135,-10865,1236,1445,14135,17,513,326,36,351296,27.5
Cappapa:320,Cappapa,320,0,0,0,0,0,0,0,0,0,0,0
Cappapp:320,Cappapp,320,0,0,0,0,0,0,0,0,0,0,0
Cappp:197,Cappp,197,14185,-10815,1624,1724,14185,39.3,570,304,39,345176,18.4
Capppa:240,Capppa,240,13676,-11324,1024,1174,13676,18.3,540,333,36,356191,27
Capppaa:320,Capppaa,320,0,0,0,0,0,0,0,0,0,0,0
Capppap:320,Capppap,320,0,0,0,0,0,0,0,0,0,0,0
Capppp:240,Capppp,240,12994,-12006,769,847,12994,46.1,549,300,29,163575,15.6
Cappppd:330,Cappppd,330,0,0,0,0,0,0,0,0,0,0,0
Cappppv:330,Cappppv,330,0,0,0,0,0,0,0,0,0,0,0
Cp:67,Cp,67,16795,-8205,4348,4350,16795,-20.3,530,222,63,2517441,42.5
Cpa:97,Cpa,97,19676,-5324,6900,6951,19676,-29.7,506,177,56,2053823,46.3
Cpaa:135,Cpaa,135,17234,-7766,4988,4975,17234,-34.6,521,184,49,999939,48.3
Cpaaa:170,Cpaaa,170,14983,-10017,3050,3043,14983,-50.2,493,202,44,722184,54.7
Cpaaaa:220,Cpaaaa,220,13627,-11373,1687,1677,13627,-51.3,451,183,35,400034,55.1
Cpaaap:220,Cpaaap,220,13440,-11560,1359,1414,13440,-47.7,519,198,35,404535,53.6
Cpaap:170,Cpaap,170,15520,-9480,3424,3441,15520,-29.6,583,224,43,742650,46.3
Cpaapa:218,Cpaapa,218,14572,-10428,2513,2539,14572,-41.5,563,207,38,493328,51.1
Cpaapp:218,Cpaapp,218,14903,-10097,2685,2688,14903,-18.5,601,239,37,487941,41.8
Cpap:135,Cpap,135,17667,-7333,5265,5318,17667,-24.9,584,259,48,988436,44.4
Cpapa:180,Cpapa,180,15606,-9394,3509,3516,15606,1.7,609,224,43,704163,33.6
Cpapaa:230,Cpapaa,230,13902,-11098,1677,1746,13902,18.8,615,284,37,461949,26.7
Cpapap:230,Cpapap,230,14036,-10964,1856,1864,14036,0.5,613,215,36,450472,34.1
Cpapp:180,Cpapp,180,13231,-11769,1380,1431,13231,47,602,246,41,398009,15.3
Cpappd:235,Cpappd,235,13873,-11127,1719,1735,13873,31.4,611,241,36,375036,21.6
Cpappv:235,Cpappv,235,12661,-12339,781,824,12661,65.1,578,251,33,242451,8
Cpp:97,Cpp,97,19000,-6000,6224,6224,19000,-13.1,583,290,56,1861911,39.6
Cppa:135,Cppa,135,15507,-9493,3372,3366,15507,23.8,595,237,47,573613,24.7
Cppaa:190,Cppaa,190,13181,-11819,1400,1401,13181,48,468,205,42,353847,14.9
Cppaaa:245,Cppaaa,245,14086,-10914,1980,2004,14086,17.9,446,162,38,435959,27.1
Cppaaaa:320,Cppaaaa,320,0,0,0,0,0,0,0,0,0,0,0
Cppaaap:320,Cppaaap,320,0,0,0,0,0,0,0,0,0,0,0
Cppaap:245,Cppaap,245,12871,-12129,1033,1076,12871,36.7,473,222,36,287977,19.4
Cppaapa:330,Cppaapa,330,0,0,0,0,0,0,0,0,0,0,0
Cppaapp:330,Cppaapp,330,0,0,0,0,0,0,0,0,0,0,0
Cppap:190,Cppap,190,12952,-12048,1079,1134,12952,51.7,518,243,43,345410,13.4
Cppapa:250,Cppapa,250,13605,-11395,1433,1534,13605,28.3,503,187,38,411163,22.9
Cppapaa:325,Cppapaa,325,0,0,0,0,0,0,0,0,0,0,0
Cppapap:325,Cppapap,325,0,0,0,0,0,0,0,0,0,0,0
Cppapp:250,Cppapp,250,13051,-11949,1008,1146,13051,39.7,525,243,32,208687,18.2
Cppappa:332,Cppappa,332,0,0,0,0,0,0,0,0,0,0,0
Cppappp:332,Cppappp,332,0,0,0,0,0,0,0,0,0,0,0
Cppp:135,Cppp,135,17335,-7665,4943,4947,17335,5.2,584,322,48,800312,32.2
Cpppa:190,Cpppa,190,13652,-11348,1750,1761,13652,31.2,561,197,40,412357,21.7
Cpppaa:240,Cpppaa,240,14102,-10898,1870,1885,14102,-6.4,513,163,35,415003,36.9
Cpppaaa:310,Cpppaaa,310,0,0,0,0,0,0,0,0,0,0,0
Cpppaap:310,Cpppaap,310,0,0,0,0,0,0,0,0,0,0,0
Cpppap:240,Cpppap,240,13118,-11882,1022,1104,13118,20.1,522,185,37,391728,26.2
Cpppapa:320,Cpppapa,320,0,0,0,0,0,0,0,0,0,0,0
Cpppapp:320,Cpppapp,320,0,0,0,0,0,0,0,0,0,0,0
Cpppp:190,Cpppp,190,13014,-11986,918,1025,13014,45.1,574,248,40,344383,16.1
Cppppa:240,Cppppa,240,12692,-12308,735,838,12692,24,561,197,32,286802,24.6
Cppppaa:320,Cppppaa,320,0,0,0,0,0,0,0,0,0,0,0
Cppppap:320,Cppppap,320,0,0,0,0,0,0,0,0,0,0,0
Cppppp:240,Cppppp,240,12583,-12417,599,652,12583,34.1,559,254,36,332911,20.6
Cpppppd:330,Cpppppd,330,0,0,0,0,0,0,0,0,0,0,0
Cpppppv:330,Cpppppv,330,0,0,0,0,0,0,0,0,0,0,0
P3:43,P3,43,13054,-11946,1271,1275,13054,9.2,589,309,63,2071670,30.6
D:76,D,76,15762,-9238,3346,3347,15762,10.1,577,329,59,1858812,30.2
Da:116,Da,116,17305,-7695,4858,4855,17305,4.5,513,388,51,1021695,32.5
Daa:162,Daa,162,13316,-11684,1593,1592,13316,33.9,445,343,40,195253,20.6
Daaa:210,Daaa,210,15534,-9466,3371,3373,15534,5.7,389,355,36,277824,32
Daaaa:275,Daaaa,275,0,0,0,0,0,0,0,0,0,0,0
Daaap:275,Daaap,275,0,0,0,0,0,0,0,0,0,0,0
Daap:210,Daap,210,13518,-11482,1416,1474,13518,19,437,324,38,203984,26.6
Daapa:275,Daapa,275,0,0,0,0,0,0,0,0,0,0,0
Daapp:275,Daapp,275,0,0,0,0,0,0,0,0,0,0,0
Dap:162,Dap,162,13553,-11447,1615,1637,13553,37.2,524,323,43,237863,19.3
Dapa:200,Dapa,200,14093,-10907,1825,1862,14093,1.4,444,352,34,200296,33.7
Dapaa:270,Dapaa,270,0,0,0,0,0,0,0,0,0,0,0
Dapap:270,Dapap,270,0,0,0,0,0,0,0,0,0,0,0
Dapp:200,Dapp,200,13972,-11028,1653,1708,13972,6.2,493,325,37,209467,31.8
Dappa:260,Dappa,260,0,0,0,0,0,0,0,0,0,0,0
Dappaa:342,Dappaa,342,0,0,0,0,0,0,0,0,0,0,0
Dappap:342,Dappap,342,0,0,0,0,0,0,0,0,0,0,0
Dappp:260,Dappp,260,0,0,0,0,0,0,0,0,0,0,0
Dapppa:360,Dapppa,360,0,0,0,0,0,0,0,0,0,0,0
Dapppp:360,Dapppp,360,0,0,0,0,0,0,0,0,0,0,0
Dp:116,Dp,116,14355,-10645,2211,2208,14355,40.6,568,314,50,568989,17.9
Dpa:162,Dpa,162,13344,-11656,1658,1656,13344,31.5,457,195,42,247804,21.6
Dpaa:209,Dpaa,209,14131,-10869,2088,2087,14131,8.3,379,154,34,219180,30.9
Dpaaa:273,Dpaaa,273,0,0,0,0,0,0,0,0,0,0,0
Dpaap:273,Dpaap,273,0,0,0,0,0,0,0,0,0,0,0
Dpap:209,Dpap,209,12849,-12151,833,947,12849,17.6,414,172,36,196022,27.2
Dpapa:275,Dpapa,275,0,0,0,0,0,0,0,0,0,0,0
Dpapp:275,Dpapp,275,0,0,0,0,0,0,0,0,0,0,0
Dpp:162,Dpp,162,13308,-11692,1403,1436,13308,33.4,522,247,44,284672,20.8
Dppa:200,Dppa,200,13825,-11175,1807,1804,13825,-0.5,450,155,35,208045,34.5
Dppaa:265,Dppaa,265,0,0,0,0,0,0,0,0,0,0,0
Dppap:265,Dppap,265,0,0,0,0,0,0,0,0,0,0,0
Dppp:200,Dppp,200,13321,-11679,1221,1240,13321,11.9,484,192,37,194706,29.5
Dpppa:260,Dpppa,260,0,0,0,0,0,0,0,0,0,0,0
Dpppaa:340,Dpppaa,340,0,0,0,0,0,0,0,0,0,0,0
Dpppap:340,Dpppap,340,0,0,0,0,0,0,0,0,0,0,0
Dpppp:260,Dpppp,260,0,0,0,0,0,0,0,0,0,0,0
Dppppa:360,Dppppa,360,0,0,0,0,0,0,0,0,0,0,0
Dppppp:360,Dppppp,360,0,0,0,0,0,0,0,0,0,0,0
P4:76,P4,76,13062,-11938,999,1000,13062,48.8,505,366,54,861800,14.6
Z2:143,Z2,143,11760,-13240,207,223,11760,17.4,478,269,45,513131,27.3
Z3:143,Z3,143,11489,-13511,141,141,11489,34.3,405,281,42,315090,20.4
