cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight,zraw
AB:1,AB,1,0,0,0,0,0,0,0,0,0,0,0
ABa:17,ABa,17,11735,-13265,504,504,11735,3.3,154,321,74,1474012,33
ABal:34,ABal,34,12157,-12843,656,656,12157,0.7,159,305,78,3404386,34
ABala:52,ABala,52,12526,-12474,802,802,12526,4.4,124,260,68,2382880,32.5
ABalaa:74,ABalaa,74,12078,-12922,155,154,12078,25.5,106,290,59,1503463,24
ABalaaa:104,ABalaaa,104,11984,-13016,-43,-43,11984,10.5,92,288,52,1332760,30.1
ABalaaaa:133,ABalaaaa,133,11480,-13520,-34,-34,11480,24,108,263,45,777411,24.6
ABalaaaal:172,ABalaaaal,172,11267,-13733,-40,-40,11267,10.3,123,308,40,791994,30.1
ABalaaaala:240,ABalaaaala,240,11228,-13772,-17,-9,11228,30.1,120,327,35,628292,22.2
ABalaaaalal:325,ABalaaaalal,325,0,0,0,0,0,0,0,0,0,0,0
ABalaaaalar:325,ABalaaaalar,325,0,0,0,0,0,0,0,0,0,0,0
ABalaaaalp:240,ABalaaaalp,240,11190,-13810,-95,-91,11190,34.4,161,356,35,580873,20.4
ABalaaaalpa:370,ABalaaaalpa,370,0,0,0,0,0,0,0,0,0,0,0
ABalaaaalpp:370,ABalaaaalpp,370,0,0,0,0,0,0,0,0,0,0,0
ABalaaaar:172,ABalaaaar,172,11301,-13699,-3,0,11301,17,89,264,39,844426,27.4
ABalaaaarl:240,ABalaaaarl,240,11237,-13763,-45,-37,11237,21.9,99,286,34,566404,25.5
ABalaaaarla:315,ABalaaaarla,315,0,0,0,0,0,0,0,0,0,0,0
ABalaaaarlp:315,ABalaaaarlp,315,0,0,0,0,0,0,0,0,0,0,0
ABalaaaarr:240,ABalaaaarr,240,11285,-13715,-2,14,11285,22.6,111,221,35,608065,25.2
ABalaaaarra:315,ABalaaaarra,315,0,0,0,0,0,0,0,0,0,0,0
ABalaaaarrp:315,ABalaaaarrp,315,0,0,0,0,0,0,0,0,0,0,0
ABalaaap:133,ABalaaap,133,11540,-13460,-80,-83,11540,15,139,229,46,742270,28.3
ABalaaapa:172,ABalaaapa,172,11335,-13665,-3,2,11335,-2.6,105,239,39,768648,35.3
ABalaaapal:230,ABalaaapal,230,11277,-13723,15,19,11277,10.4,104,325,37,751873,30.1
ABalaaapall:285,ABalaaapall,285,0,0,0,0,0,0,0,0,0,0,0
ABalaaapalr:285,ABalaaapalr,285,0,0,0,0,0,0,0,0,0,0,0
ABalaaapar:230,ABalaaapar,230,11053,-13437,-9,16,11053,0.2,90,274,34,611712,34.2
ABalaaaparl:295,ABalaaaparl,295,0,0,0,0,0,0,0,0,0,0,0
ABalaaaparr:295,ABalaaaparr,295,0,0,0,0,0,0,0,0,0,0,0
ABalaaapp:172,ABalaaapp,172,11284,-13716,-70,-70,11284,-2,147,206,38,720862,35.1
ABalaaappl:230,ABalaaappl,230,11339,-13661,50,58,11339,-1,101,230,32,507671,34.7
ABalaaappll:295,ABalaaappll,295,0,0,0,0,0,0,0,0,0,0,0
ABalaaapplr:295,ABalaaapplr,295,0,0,0,0,0,0,0,0,0,0,0
ABalaaappr:230,ABalaaappr,230,11300,-13700,21,30,11300,12.8,122,182,37,705892,29.1
ABalaaapprl:285,ABalaaapprl,285,0,0,0,0,0,0,0,0,0,0,0
ABalaaapprr:285,ABalaaapprr,285,0,0,0,0,0,0,0,0,0,0,0
ABalaap:104,ABalaap,104,11878,-13122,-98,-83,11878,29.7,157,323,52,1035159,22.3
ABalaapa:133,ABalaapa,133,11415,-13585,-68,-69,11415,25.3,186,224,44,628324,24.1
ABalaapaa:172,ABalaapaa,172,11210,-13790,-71,-73,11210,23.4,137,176,38,724724,24.8
ABalaapaaa:240,ABalaapaaa,240,11238,-13762,6,12,11238,39.2,138,175,32,478129,18.4
ABalaapaaal:325,ABalaapaaal,325,0,0,0,0,0,0,0,0,0,0,0
ABalaapaaar:325,ABalaapaaar,325,0,0,0,0,0,0,0,0,0,0,0
ABalaapaap:240,ABalaapaap,240,11176,-13824,-24,-18,11176,50.6,188,151,33,451953,13.8
ABalaapaapa:320,ABalaapaapa,320,0,0,0,0,0,0,0,0,0,0,0
ABalaapaapp:320,ABalaapaapp,320,0,0,0,0,0,0,0,0,0,0,0
ABalaapap:172,ABalaapap,172,11236,-13764,-76,-75,11236,20.7,176,152,38,726853,25.9
ABalaapapa:240,ABalaapapa,240,10570,-12867,32,46,10570,42,197,131,31,428466,17.3
ABalaapapp:240,ABalaapapp,240,11244,-13756,-34,-28,11244,28.1,214,110,35,565042,22.9
ABalaapappa:295,ABalaapappa,295,0,0,0,0,0,0,0,0,0,0,0
ABalaapappp:295,ABalaapappp,295,0,0,0,0,0,0,0,0,0,0,0
ABalaapp:133,ABalaapp,133,11425,-13575,-87,-87,11425,22.5,251,234,45,469633,25.2
ABalaappa:172,ABalaappa,172,11305,-13695,-37,-32,11305,3.3,176,174,39,773240,33
ABalaappaa:240,ABalaappaa,240,11329,-13671,33,23,11329,23.7,153,171,31,516252,24.7
ABalaappap:240,ABalaappap,240,11281,-13719,-61,-66,11281,18.3,178,163,33,553715,26.9
ABalaappapa:295,ABalaappapa,295,0,0,0,0,0,0,0,0,0,0,0
ABalaappapp:295,ABalaappapp,295,0,0,0,0,0,0,0,0,0,0,0
ABalaappp:172,ABalaappp,172,11308,-13692,-74,-74,11308,-12.4,207,182,40,784672,39.3
ABalaapppa:225,ABalaapppa,225,11279,-13721,-24,-24,11279,-2.5,138,169,37,767149,35.3
ABalaapppaa:315,ABalaapppaa,315,0,0,0,0,0,0,0,0,0,0,0
ABalaapppap:315,ABalaapppap,315,0,0,0,0,0,0,0,0,0,0,0
ABalaapppp:225,ABalaapppp,225,11285,-13715,-35,-38,11285,-12.6,170,164,37,778059,39.4
ABalaappppa:290,ABalaappppa,290,0,0,0,0,0,0,0,0,0,0,0
ABalaappppaa:410,ABalaappppaa,410,0,0,0,0,0,0,0,0,0,0,0
ABalaappppap:410,ABalaappppap,410,0,0,0,0,0,0,0,0,0,0,0
ABalaappppp:290,ABalaappppp,290,0,0,0,0,0,0,0,0,0,0,0
ABalap:74,ABalap,74,12340,-12660,226,224,12340,-16.2,145,232,60,2268502,40.9
ABalapa:104,ABalapa,104,12204,-12796,4,4,12204,-14.1,136,221,53,1533614,40
ABalapaa:133,ABalapaa,133,11729,-13271,-7,-8,11729,-4.6,134,199,46,913430,36.2
ABalapaaa:172,ABalapaaa,172,11340,-13660,-21,-20,11340,-20.1,124,269,38,696413,42.4
ABalapaaaa:220,ABalapaaaa,220,11285,-13715,1,2,11285,-6.9,104,316,32,517495,37.1
ABalapaaaaa:340,ABalapaaaaa,340,0,0,0,0,0,0,0,0,0,0,0
ABalapaaaap:340,ABalapaaaap,340,0,0,0,0,0,0,0,0,0,0,0
ABalapaaap:220,ABalapaaap,220,11265,-13735,-16,-10,11265,-20.6,126,333,34,560731,42.7
ABalapaaapa:290,ABalapaaapa,290,0,0,0,0,0,0,0,0,0,0,0
ABalapaaapp:290,ABalapaaapp,290,0,0,0,0,0,0,0,0,0,0,0
ABalapaap:172,ABalapaap,172,11346,-13654,-58,-67,11346,-20.9,145,307,39,711763,42.8
ABalapaapa:221,ABalapaapa,221,11250,-13750,-75,-78,11250,-2.7,136,353,34,588141,35.4
ABalapaapaa:320,ABalapaapaa,320,0,0,0,0,0,0,0,0,0,0,0
ABalapaapap:320,ABalapaapap,320,0,0,0,0,0,0,0,0,0,0,0
ABalapaapp:221,ABalapaapp,221,11284,-13716,-11,-16,11284,-15.3,160,367,35,598257,40.5
ABalapaappa:285,ABalapaappa,285,0,0,0,0,0,0,0,0,0,0,0
ABalapaappaa:395,ABalapaappaa,395,0,0,0,0,0,0,0,0,0,0,0
ABalapaappap:395,ABalapaappap,395,0,0,0,0,0,0,0,0,0,0,0
ABalapaappp:285,ABalapaappp,285,0,0,0,0,0,0,0,0,0,0,0
ABalapap:133,ABalapap,133,11747,-13253,-63,-67,11747,-22.3,182,190,46,878096,43.3
ABalapapa:172,ABalapapa,172,11367,-13633,-28,-28,11367,-33.7,170,293,38,729568,48
ABalapapaa:221,ABalapapaa,221,11358,-13642,56,66,11358,-35.1,141,287,32,515677,48.5
ABalapapap:221,ABalapapap,221,11373,-13627,21,16,11373,-31.1,163,320,36,634019,46.9
ABalapapapa:285,ABalapapapa,285,0,0,0,0,0,0,0,0,0,0,0
ABalapapapaa:405,ABalapapapaa,405,0,0,0,0,0,0,0,0,0,0,0
ABalapapapap:405,ABalapapapap,405,0,0,0,0,0,0,0,0,0,0,0
ABalapapapp:285,ABalapapapp,285,0,0,0,0,0,0,0,0,0,0,0
ABalapapp:172,ABalapapp,172,11325,-13675,-76,-79,11325,-32.1,241,301,40,661726,47.3
ABalapappa:215,ABalapappa,215,11244,-13756,-95,-99,11244,-26.2,199,340,34,518072,44.9
ABalapappaa:280,ABalapappaa,280,0,0,0,0,0,0,0,0,0,0,0
ABalapappaaa:395,ABalapappaaa,395,0,0,0,0,0,0,0,0,0,0,0
ABalapappaap:395,ABalapappaap,395,0,0,0,0,0,0,0,0,0,0,0
ABalapappap:280,ABalapappap,280,0,0,0,0,0,0,0,0,0,0,0
ABalapappp:215,ABalapappp,215,11340,-13660,-34,-40,11340,-36,254,327,33,505249,48.9
ABalapapppa:290,ABalapapppa,290,0,0,0,0,0,0,0,0,0,0,0
ABalapapppp:290,ABalapapppp,290,0,0,0,0,0,0,0,0,0,0,0
ABalapp:104,ABalapp,104,11968,-13032,-34,-34,11968,5.7,214,274,52,965986,32
ABalappa:133,ABalappa,133,11653,-13347,-8,-10,11653,-9.8,213,211,44,762295,38.3
ABalappaa:172,ABalappaa,172,11349,-13651,-12,-10,11349,-22.7,137,242,37,708847,43.5
ABalappaaa:240,ABalappaaa,240,11268,-13732,-29,-15,11268,-15.1,99,264,31,471033,40.4
ABalappaap:240,ABalappaap,240,11299,-13701,-49,-45,11299,-22.4,119,277,35,628986,43.4
ABalappaapa:340,ABalappaapa,340,0,0,0,0,0,0,0,0,0,0,0
ABalappaapp:340,ABalappaapp,340,0,0,0,0,0,0,0,0,0,0,0
ABalappap:172,ABalappap,172,11324,-13676,-64,-71,11324,-26.9,180,221,38,692453,45.2
ABalappapa:225,ABalappapa,225,11323,-13677,5,13,11323,-13.8,110,210,33,538299,39.9
ABalappapaa:330,ABalappapaa,330,0,0,0,0,0,0,0,0,0,0,0
ABalappapap:330,ABalappapap,330,0,0,0,0,0,0,0,0,0,0,0
ABalappapp:225,ABalappapp,225,11329,-13671,-11,-8,11329,-19.5,139,185,33,500010,42.2
ABalappappa:290,ABalappappa,290,0,0,0,0,0,0,0,0,0,0,0
ABalappappp:290,ABalappappp,290,0,0,0,0,0,0,0,0,0,0,0
ABalappp:133,ABalappp,133,11592,-13408,-45,-45,11592,-2.8,289,210,45,615872,35.4
ABalapppa:172,ABalapppa,172,11340,-13660,-66,-67,11340,-29.5,227,195,40,740087,46.2
ABalapppaa:221,ABalapppaa,221,11309,-13691,-46,-45,11309,-21.9,147,228,32,475609,43.2
ABalapppaaa:305,ABalapppaaa,305,0,0,0,0,0,0,0,0,0,0,0
ABalapppaap:305,ABalapppaap,305,0,0,0,0,0,0,0,0,0,0,0
ABalapppap:221,ABalapppap,221,11305,-13695,-61,-71,11305,-29.7,183,217,34,539456,46.3
ABalapppapa:285,ABalapppapa,285,0,0,0,0,0,0,0,0,0,0,0
ABalapppapaa:405,ABalapppapaa,405,0,0,0,0,0,0,0,0,0,0,0
ABalapppapap:405,ABalapppapap,405,0,0,0,0,0,0,0,0,0,0,0
ABalapppapp:285,ABalapppapp,285,0,0,0,0,0,0,0,0,0,0,0
ABalapppp:172,ABalapppp,172,11335,-13665,-86,-82,11335,-22,291,203,41,667357,43.2
ABalappppa:215,ABalappppa,215,11298,-13702,-73,-84,11298,-21.5,209,189,35,536694,43
ABalappppaa:280,ABalappppaa,280,0,0,0,0,0,0,0,0,0,0,0
ABalappppaaa:395,ABalappppaaa,395,0,0,0,0,0,0,0,0,0,0,0
ABalappppaap:395,ABalappppaap,395,0,0,0,0,0,0,0,0,0,0,0
ABalappppap:280,ABalappppap,280,0,0,0,0,0,0,0,0,0,0,0
ABalappppp:215,ABalappppp,215,11268,-13732,-122,-129,11268,-27.9,255,180,33,444239,45.6
ABalapppppa:290,ABalapppppa,290,0,0,0,0,0,0,0,0,0,0,0
ABalapppppp:290,ABalapppppp,290,0,0,0,0,0,0,0,0,0,0,0
ABalp:52,ABalp,52,12349,-12651,587,587,12349,-5.4,214,362,67,2226690,36.5
ABalpa:74,ABalpa,74,12529,-12471,453,453,12529,-5.2,166,368,59,1884647,36.4
ABalpaa:104,ABalpaa,104,12092,-12908,-95,-95,12092,-24.9,146,342,54,1708128,44.4
ABalpaaa:133,ABalpaaa,133,11555,-13445,-68,-70,11555,21.9,103,316,43,665574,25.5
ABalpaaaa:172,ABalpaaaa,172,11178,-13822,-63,-63,11178,58.2,143,270,38,523873,10.8
ABalpaaaaa:235,ABalpaaaaa,235,11110,-13890,-76,-78,11110,66.7,158,282,34,467064,7.4
ABalpaaaaaa:320,ABalpaaaaaa,320,0,0,0,0,0,0,0,0,0,0,0
ABalpaaaaap:320,ABalpaaaaap,320,0,0,0,0,0,0,0,0,0,0,0
ABalpaaaap:235,ABalpaaaap,235,11173,-13827,-4,7,11173,73.3,204,274,31,332546,4.7
ABalpaaaapa:320,ABalpaaaapa,320,0,0,0,0,0,0,0,0,0,0,0
ABalpaaaapp:320,ABalpaaaapp,320,0,0,0,0,0,0,0,0,0,0,0
ABalpaaap:172,ABalpaaap,172,11106,-13894,-121,-127,11106,50.5,168,311,37,456973,13.9
ABalpaaapa:235,ABalpaaapa,235,11145,-13855,-76,-84,11145,56.6,201,291,32,423386,11.4
ABalpaaapaa:345,ABalpaaapaa,345,0,0,0,0,0,0,0,0,0,0,0
ABalpaaapap:345,ABalpaaapap,345,0,0,0,0,0,0,0,0,0,0,0
ABalpaaapp:235,ABalpaaapp,235,11177,-13823,-60,-63,11177,42.7,235,302,32,423270,17
ABalpaaappa:340,ABalpaaappa,340,0,0,0,0,0,0,0,0,0,0,0
ABalpaaappp:340,ABalpaaappp,340,0,0,0,0,0,0,0,0,0,0,0
ABalpaap:133,ABalpaap,133,11698,-13302,-151,-152,11698,-7.7,135,301,47,912411,37.4
ABalpaapa:172,ABalpaapa,172,11317,-13683,-63,-67,11317,18.6,114,302,42,692688,26.8
ABalpaapaa:221,ABalpaapaa,221,11255,-13745,-52,-63,11255,34.7,125,286,35,594993,20.3
ABalpaapaaa:300,ABalpaapaaa,300,0,0,0,0,0,0,0,0,0,0,0
ABalpaapaap:300,ABalpaapaap,300,0,0,0,0,0,0,0,0,0,0,0
ABalpaapap:221,ABalpaapap,221,11207,-13793,-57,-66,11207,44.8,163,301,37,573994,16.2
ABalpaapapa:280,ABalpaapapa,280,11344,-13656,3,-28,11344,36.5,154,280,29,361495,19.6
ABalpaapapp:280,ABalpaapapp,280,11270,-13730,-96,-114,11270,32.7,216,288,32,408826,21.1
ABalpaapp:172,ABalpaapp,172,11235,-13765,-79,-77,11235,24.7,182,324,39,576435,24.4
ABalpaappa:230,ABalpaappa,230,11171,-13829,10,13,11171,54.8,165,332,34,494512,12.1
ABalpaappaa:305,ABalpaappaa,305,0,0,0,0,0,0,0,0,0,0,0
ABalpaappap:305,ABalpaappap,305,0,0,0,0,0,0,0,0,0,0,0
ABalpaappp:230,ABalpaappp,230,11155,-13845,-82,-94,11155,44.2,199,339,35,540251,16.4
ABalpaapppa:295,ABalpaapppa,295,0,0,0,0,0,0,0,0,0,0,0
ABalpaapppp:295,ABalpaapppp,295,0,0,0,0,0,0,0,0,0,0,0
ABalpap:104,ABalpap,104,12029,-12971,-119,-119,12029,-4.4,230,396,53,1374687,36.1
ABalpapa:133,ABalpapa,133,11660,-13340,-72,-72,11660,14,146,368,45,750338,28.6
ABalpapaa:172,ABalpapaa,172,11176,-13824,-41,-43,11176,56.4,181,321,39,393786,11.5
ABalpapaaa:225,ABalpapaaa,225,11145,-13855,3,5,11145,70.2,217,316,35,375605,5.9
ABalpapaaaa:285,ABalpapaaaa,285,0,0,0,0,0,0,0,0,0,0,0
ABalpapaaap:285,ABalpapaaap,285,0,0,0,0,0,0,0,0,0,0,0
ABalpapaap:225,ABalpapaap,225,11186,-13814,43,28,11186,59,261,314,30,312711,10.4
ABalpapaapa:310,ABalpapaapa,310,0,0,0,0,0,0,0,0,0,0,0
ABalpapaapp:310,ABalpapaapp,310,0,0,0,0,0,0,0,0,0,0,0
ABalpapap:172,ABalpapap,172,11137,-13863,-41,-43,11137,61.5,230,333,39,328000,9.4
ABalpapapa:225,ABalpapapa,225,11076,-13924,-47,-46,11076,67.9,273,344,37,428940,6.8
ABalpapapaa:285,ABalpapapaa,285,0,0,0,0,0,0,0,0,0,0,0
ABalpapapap:285,ABalpapapap,285,0,0,0,0,0,0,0,0,0,0,0
ABalpapapapa:390,ABalpapapapa,390,0,0,0,0,0,0,0,0,0,0,0
ABalpapapapp:390,ABalpapapapp,390,0,0,0,0,0,0,0,0,0,0,0
ABalpapapp:225,ABalpapapp,225,11095,-13905,-12,-11,11095,71.2,323,348,34,304326,5.5
ABalpapappa:305,ABalpapappa,305,0,0,0,0,0,0,0,0,0,0,0
ABalpapappp:305,ABalpapappp,305,0,0,0,0,0,0,0,0,0,0,0
ABalpapp:133,ABalpapp,133,11621,-13379,-115,-109,11621,18.3,234,394,45,616585,26.9
ABalpappa:172,ABalpappa,172,11096,-13904,-59,-58,11096,68,245,302,40,280293,6.8
ABalpappaa:215,ABalpappaa,215,11068,-13932,-53,-54,11068,67.6,257,285,31,303819,7
ABalpappaaa:300,ABalpappaaa,300,0,0,0,0,0,0,0,0,0,0,0
ABalpappaap:300,ABalpappaap,300,0,0,0,0,0,0,0,0,0,0,0
ABalpappaapa:390,ABalpappaapa,390,0,0,0,0,0,0,0,0,0,0,0
ABalpappaapp:390,ABalpappaapp,390,0,0,0,0,0,0,0,0,0,0,0
ABalpappap:215,ABalpappap,215,11060,-13940,-43,-44,11060,61.2,304,285,34,330839,9.5
ABalpappapa:270,ABalpappapa,270,0,0,0,0,0,0,0,0,0,0,0
ABalpappapp:270,ABalpappapp,270,0,0,0,0,0,0,0,0,0,0,0
ABalpappp:172,ABalpappp,172,11135,-13865,-47,-44,11135,62.6,301,319,41,262765,9
ABalpapppa:212,ABalpapppa,212,10785,-13434,-87,-92,10785,43.7,277,300,35,474583,16.7
ABalpapppaa:320,ABalpapppaa,320,0,0,0,0,0,0,0,0,0,0,0
ABalpapppap:320,ABalpapppap,320,0,0,0,0,0,0,0,0,0,0,0
ABalpapppp:212,ABalpapppp,212,11114,-13886,-75,-70,11114,42.3,330,300,38,436289,17.2
ABalpappppa:260,ABalpappppa,260,11142,-13858,-117,-148,11142,39.8,293,277,33,412188,18.2
ABalpappppp:260,ABalpappppp,260,11321,-13679,24,23,11321,35.3,341,283,30,292542,20
ABalpp:74,ABalpp,74,12560,-12440,452,454,12560,-25.9,278,376,60,2164643,44.8
ABalppa:104,ABalppa,104,12349,-12651,139,137,12349,-39.5,265,375,53,1599849,50.3
ABalppaa:133,ABalppaa,133,11825,-13175,105,104,11825,-17,142,357,44,844921,41.2
ABalppaaa:172,ABalppaaa,172,11263,-13737,-10,7,11263,16,150,362,37,575900,27.8
ABalppaaaa:235,ABalppaaaa,235,10436,-12735,2,13,10436,25.1,127,350,31,479770,24.1
ABalppaaap:235,ABalppaaap,235,11271,-13729,-4,2,11271,17.5,143,373,34,541931,27.3
ABalppaaapa:300,ABalppaaapa,300,0,0,0,0,0,0,0,0,0,0,0
ABalppaaapp:300,ABalppaaapp,300,0,0,0,0,0,0,0,0,0,0,0
ABalppaap:172,ABalppaap,172,11253,-13747,0,6,11253,23.8,187,391,38,523507,24.7
ABalppaapa:230,ABalppaapa,230,11261,-13739,6,5,11261,28.7,187,388,33,518971,22.7
ABalppaapp:230,ABalppaapp,230,11233,-13767,23,31,11233,29.8,214,403,35,534849,22.3
ABalppaappa:305,ABalppaappa,305,0,0,0,0,0,0,0,0,0,0,0
ABalppaappp:305,ABalppaappp,305,0,0,0,0,0,0,0,0,0,0,0
ABalppap:133,ABalppap,133,11749,-13251,-9,-8,11749,-5.7,202,349,46,733033,36.6
ABalppapa:172,ABalppapa,172,11183,-13817,-49,-52,11183,39.9,214,364,38,416799,18.2
ABalppapaa:220,ABalppapaa,220,11094,-13906,-37,-31,11094,52.4,204,366,34,483234,13.1
ABalppapaaa:300,ABalppapaaa,300,0,0,0,0,0,0,0,0,0,0,0
ABalppapaap:300,ABalppapaap,300,0,0,0,0,0,0,0,0,0,0,0
ABalppapap:220,ABalppapap,220,11098,-13902,-26,-13,11098,54.8,244,381,34,412628,12.1
ABalppapapa:295,ABalppapapa,295,0,0,0,0,0,0,0,0,0,0,0
ABalppapapp:295,ABalppapapp,295,0,0,0,0,0,0,0,0,0,0,0
ABalppapp:172,ABalppapp,172,11161,-13839,-74,-70,11161,42.1,267,350,40,378690,17.3
ABalppappa:215,ABalppappa,215,11178,-13822,-44,-55,11178,43.1,248,356,33,461547,16.9
ABalppappaa:290,ABalppappaa,290,0,0,0,0,0,0,0,0,0,0,0
ABalppappap:290,ABalppappap,290,0,0,0,0,0,0,0,0,0,0,0
ABalppappp:215,ABalppappp,215,11147,-13853,-53,-47,11147,46.2,296,362,36,527424,15.6
ABalppapppa:285,ABalppapppa,285,0,0,0,0,0,0,0,0,0,0,0
ABalppapppaa:410,ABalppapppaa,410,0,0,0,0,0,0,0,0,0,0,0
ABalppapppap:410,ABalppapppap,410,0,0,0,0,0,0,0,0,0,0,0
ABalppapppp:285,ABalppapppp,285,0,0,0,0,0,0,0,0,0,0,0
ABalppp:104,ABalppp,104,12229,-12771,96,96,12229,-10.9,342,390,53,1333616,38.7
ABalpppa:133,ABalpppa,133,11656,-13344,-54,-51,11656,-8.3,233,325,46,738807,37.6
ABalpppaa:172,ABalpppaa,172,11299,-13701,-63,-72,11299,-8.7,175,346,38,713745,37.8
ABalpppaaa:235,ABalpppaaa,235,11262,-13738,-5,10,11262,8.6,168,396,34,584339,30.8
ABalpppaaaa:315,ABalpppaaaa,315,0,0,0,0,0,0,0,0,0,0,0
ABalpppaaap:315,ABalpppaaap,315,0,0,0,0,0,0,0,0,0,0,0
ABalpppaap:235,ABalpppaap,235,11224,-13776,-46,-47,11224,-10.9,185,402,32,518694,38.7
ABalpppaapd:325,ABalpppaapd,325,0,0,0,0,0,0,0,0,0,0,0
ABalpppaapv:325,ABalpppaapv,325,0,0,0,0,0,0,0,0,0,0,0
ABalpppap:172,ABalpppap,172,11314,-13686,-65,-70,11314,-10.3,215,377,39,692476,38.5
ABalpppapa:225,ABalpppapa,225,11297,-13703,26,26,11297,8.2,209,401,36,717393,31
ABalpppapad:300,ABalpppapad,300,0,0,0,0,0,0,0,0,0,0,0
ABalpppapav:300,ABalpppapav,300,0,0,0,0,0,0,0,0,0,0,0
ABalpppapp:225,ABalpppapp,225,11241,-13759,-18,-16,11241,-9.7,241,414,33,489291,38.2
ABalpppappa:285,ABalpppappa,285,0,0,0,0,0,0,0,0,0,0,0
ABalpppappp:285,ABalpppappp,285,0,0,0,0,0,0,0,0,0,0,0
ABalpppapppa:380,ABalpppapppa,380,0,0,0,0,0,0,0,0,0,0,0
ABalpppapppp:380,ABalpppapppp,380,0,0,0,0,0,0,0,0,0,0,0
ABalpppp:133,ABalpppp,133,11688,-13312,-65,-66,11688,-11.4,310,339,48,752224,38.9
ABalppppa:172,ABalppppa,172,11290,-13710,-107,-112,11290,-13.8,242,338,39,655827,39.9
ABalppppaa:221,ABalppppaa,221,11243,-13757,-81,-96,11243,-4.7,209,368,33,563337,36.2
ABalppppaad:290,ABalppppaad,290,0,0,0,0,0,0,0,0,0,0,0
ABalppppaav:290,ABalppppaav,290,0,0,0,0,0,0,0,0,0,0,0
ABalppppap:221,ABalppppap,221,11296,-13704,-19,-31,11296,-21.9,238,368,35,654722,43.2
ABalppppapa:300,ABalppppapa,300,0,0,0,0,0,0,0,0,0,0,0
ABalppppapaa:410,ABalppppapaa,410,0,0,0,0,0,0,0,0,0,0,0
ABalppppapap:410,ABalppppapap,410,0,0,0,0,0,0,0,0,0,0,0
ABalppppapp:300,ABalppppapp,300,0,0,0,0,0,0,0,0,0,0,0
ABalppppp:172,ABalppppp,172,11287,-13713,-107,-115,11287,-14.2,302,365,41,649020,40
ABalpppppa:215,ABalpppppa,215,11229,-13771,-96,-102,11229,-7.7,265,377,32,500176,37.4
ABalpppppaa:280,ABalpppppaa,280,0,0,0,0,0,0,0,0,0,0,0
ABalpppppap:280,ABalpppppap,280,0,0,0,0,0,0,0,0,0,0,0
ABalpppppp:215,ABalpppppp,215,11239,-13761,-103,-102,11239,-14.8,312,389,36,578861,40.3
ABalppppppa:260,ABalppppppa,260,11250,-13750,-179,-213,11250,-13.3,271,367,29,349024,39.7
ABalppppppaa:350,ABalppppppaa,350,0,0,0,0,0,0,0,0,0,0,0
ABalppppppap:350,ABalppppppap,350,0,0,0,0,0,0,0,0,0,0,0
ABalppppppp:260,ABalppppppp,260,11295,-13705,-144,-157,11295,-24,305,395,32,402293,44
ABalpppppppa:350,ABalpppppppa,350,0,0,0,0,0,0,0,0,0,0,0
ABalpppppppp:350,ABalpppppppp,350,0,0,0,0,0,0,0,0,0,0,0
ABar:34,ABar,34,12094,-12906,615,616,12094,1.8,274,160,78,3253421,33.6
ABara:52,ABara,52,11811,-13189,265,265,11811,43.2,243,189,66,1104900,16.9
ABaraa:74,ABaraa,74,11870,-13130,60,60,11870,47.2,182,215,58,967565,15.2
ABaraaa:104,ABaraaa,104,11906,-13094,-56,-56,11906,34.5,134,221,53,1070374,20.3
ABaraaaa:133,ABaraaaa,133,11516,-13484,-44,-45,11516,46,133,238,44,546617,15.7
ABaraaaaa:172,ABaraaaaa,172,11280,-13720,-41,-40,11280,30.9,106,232,38,669479,21.8
ABaraaaaaa:240,ABaraaaaaa,240,11218,-13782,-8,-7,11218,43.9,108,264,34,533685,16.5
ABaraaaaaaa:325,ABaraaaaaaa,325,0,0,0,0,0,0,0,0,0,0,0
ABaraaaaaap:325,ABaraaaaaap,325,0,0,0,0,0,0,0,0,0,0,0
ABaraaaaap:240,ABaraaaaap,240,11195,-13805,-81,-89,11195,42.1,140,214,33,507956,17.2
ABaraaaaapa:330,ABaraaaaapa,330,0,0,0,0,0,0,0,0,0,0,0
ABaraaaaapp:330,ABaraaaaapp,330,0,0,0,0,0,0,0,0,0,0,0
ABaraaaap:172,ABaraaaap,172,11197,-13803,-111,-116,11197,35.7,147,239,37,560898,19.8
ABaraaaapa:245,ABaraaaapa,245,11279,-13721,-72,-80,11279,19.5,128,244,34,603563,26.4
ABaraaaapaa:325,ABaraaaapaa,325,0,0,0,0,0,0,0,0,0,0,0
ABaraaaapap:325,ABaraaaapap,325,0,0,0,0,0,0,0,0,0,0,0
ABaraaaapp:245,ABaraaaapp,245,11313,-13687,-97,-82,11313,2.6,168,272,32,505396,33.2
ABaraaap:133,ABaraaap,133,11539,-13461,-65,-67,11539,41.7,188,189,45,477147,17.4
ABaraaapa:172,ABaraaapa,172,11246,-13754,-42,-46,11246,46.6,153,192,41,535114,15.4
ABaraaapaa:221,ABaraaapaa,221,11200,-13800,-72,-84,11200,47.3,141,235,34,537871,15.1
ABaraaapaaa:295,ABaraaapaaa,295,0,0,0,0,0,0,0,0,0,0,0
ABaraaapaap:295,ABaraaapaap,295,0,0,0,0,0,0,0,0,0,0,0
ABaraaapap:221,ABaraaapap,221,11153,-13847,-98,-118,11153,47.4,190,224,36,488282,15.2
