20110125_RW10890_pal-1_L3	118	10490	88
20110125_RW10890_pal-1_L3	119	10578	88
20110125_RW10890_pal-1_L3	120	10666	88
20110125_RW10890_pal-1_L3	121	10755	89
20110125_RW10890_pal-1_L3	122	10845	90
20110125_RW10890_pal-1_L3	123	10935	90
20110125_RW10890_pal-1_L3	124	11025	90
20110125_RW10890_pal-1_L3	125	11115	90
20110125_RW10890_pal-1_L3	126	11205	90
20110125_RW10890_pal-1_L3	127	11294	89
20110125_RW10890_pal-1_L3	128	11384	90
20110125_RW10890_pal-1_L3	129	11474	90
20110125_RW10890_pal-1_L3	130	11564	90
20110125_RW10890_pal-1_L3	131	11654	90
20110125_RW10890_pal-1_L3	132	11744	90
20110125_RW10890_pal-1_L3	133	11834	90
20110125_RW10890_pal-1_L3	134	11924	90
20110125_RW10890_pal-1_L3	135	12014	90
20110125_RW10890_pal-1_L3	136	12104	90
20110125_RW10890_pal-1_L3	137	12194	90
20110125_RW10890_pal-1_L3	138	12284	90
20110125_RW10890_pal-1_L3	139	12374	90
20110125_RW10890_pal-1_L3	140	12464	90
20110125_RW10890_pal-1_L3	141	12554	90
20110125_RW10890_pal-1_L3	142	12644	90
20110125_RW10890_pal-1_L3	143	12734	90
20110125_RW10890_pal-1_L3	144	12823	89
20110125_RW10890_pal-1_L3	145	12913	90
20110125_RW10890_pal-1_L3	146	13003	90
20110125_RW10890_pal-1_L3	147	13093	90
20110125_RW10890_pal-1_L3	148	13183	90
20110125_RW10890_pal-1_L3	149	13273	90
20110125_RW10890_pal-1_L3	150	13363	90
20110125_RW10890_pal-1_L3	151	13454	91
20110125_RW10890_pal-1_L3	152	13545	91
20110125_RW10890_pal-1_L3	153	13633	88
20110125_RW10890_pal-1_L3	154	13723	90
20110125_RW10890_pal-1_L3	155	13815	92
20110125_RW10890_pal-1_L3	156	13905	90
20110125_RW10890_pal-1_L3	157	13995	90
20110125_RW10890_pal-1_L3	158	14085	90
20110125_RW10890_pal-1_L3	159	14175	90
20110125_RW10890_pal-1_L3	160	14265	90
20110125_RW10890_pal-1_L3	161	14355	90
20110125_RW10890_pal-1_L3	162	14445	90
20110125_RW10890_pal-1_L3	163	14535	90
20110125_RW10890_pal-1_L3	164	14626	91
20110125_RW10890_pal-1_L3	165	14716	90
20110125_RW10890_pal-1_L3	166	14806	90
20110125_RW10890_pal-1_L3	167	14896	90
20110125_RW10890_pal-1_L3	168	14986	90
20110125_RW10890_pal-1_L3	169	15076	90
20110125_RW10890_pal-1_L3	170	15166	90
20110125_RW10890_pal-1_L3	171	15256	90
