cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABa:1,ABa,1,6780,-18220,954,954,6780,35.5,564,326,82,3091291
ABal:2,ABal,2,6710,-18289,802,802,6710,34.8,579,337,78,3736436
ABala:7,ABala,7,6636,-18363,660,659,6636,30.9,607,294,65,2093685
ABalaa:18,ABalaa,18,6459,-18540,393,392,6459,23.3,625,304,57,1326998
ABalaaa:34,ABalaaa,34,6321,-18678,154,154,6321,24.3,631,320,50,1015052
ABalaaaa:52,ABalaaaa,52,5644,-19355,-77,-76,5644,24.7,609,297,42,527115
ABalaaaal:76,ABalaaaal,76,5254,-19745,-58,-60,5254,34.3,598,354,38,644565
ABalaaaala:106,ABalaaaala,106,4890,-20109,-45,-56,4890,23.5,589,365,33,561005
ABalaaaalal:163,ABalaaaalal,163,4721,-20278,-232,-245,4721,22.0,576,367,28,394971
ABalaaaalar:163,ABalaaaalar,163,4957,-20042,93,99,4957,27.0,589,341,26,324260
ABalaaaalp:106,ABalaaaalp,106,4848,-20151,-35,-22,4848,21.2,567,394,34,554531
ABalaaaalpa:160,ABalaaaalpa,160,4755,-20245,-9,2,4755,22.1,603,371,30,407936
ABalaaaalpp:160,ABalaaaalpp,160,4713,-20286,-97,-102,4713,16.4,577,372,27,253314
ABalaaaar:76,ABalaaaar,76,5319,-19680,-46,-52,5319,32.1,637,313,39,704680
ABalaaaarl:104,ABalaaaarl,104,4987,-20012,-35,-33,4987,26.6,612,334,34,572704
ABalaaaarla:147,ABalaaaarla,147,4862,-20137,51,59,4862,26.5,608,348,30,459751
ABalaaaarlp:147,ABalaaaarlp,147,4793,-20206,-34,-8,4793,25.3,616,315,30,396885
ABalaaaarr:104,ABalaaaarr,104,4963,-20036,18,24,4963,24.2,618,272,34,538025
ABalaaaarra:152,ABalaaaarra,152,4676,-20323,-24,-18,4676,21.2,623,259,30,410536
ABalaaaarrp:152,ABalaaaarrp,152,4787,-20212,29,19,4787,24.0,617,288,29,439266
ABalaaap:52,ABalaaap,52,5750,-19250,-80,-79,5750,31.6,618,265,44,679877
ABalaaapa:73,ABalaaapa,73,5344,-19655,-30,-25,5344,41.3,624,293,38,625405
ABalaaapal:100,ABalaaapal,100,5069,-19930,-13,-13,5069,33.9,601,361,34,576769
ABalaaapall:140,ABalaaapall,140,4800,-20199,-31,-34,4800,24.5,567,390,32,613935
ABalaaapalr:140,ABalaaapalr,140,4952,-20047,91,103,4952,29.0,592,365,31,517200
ABalaaapar:100,ABalaaapar,100,5036,-19964,-7,5,5036,34.5,621,322,34,613439
ABalaaaparl:152,ABalaaaparl,152,4844,-20155,71,96,4844,33.5,612,359,30,440540
ABalaaaparr:152,ABalaaaparr,152,4741,-20258,-86,-62,4741,32.8,618,325,28,385844
ABalaaapp:73,ABalaaapp,73,5298,-19701,-49,-49,5298,44.2,600,248,36,544801
ABalaaappl:100,ABalaaappl,100,5041,-19958,-9,3,5041,33.0,622,262,35,672184
ABalaaappll:148,ABalaaappll,148,4818,-20181,-15,8,4818,32.4,629,281,29,403637
ABalaaapplr:148,ABalaaapplr,148,4779,-20220,-15,-3,4779,29.1,623,258,32,568480
ABalaaappr:100,ABalaaappr,100,5034,-19965,-15,-12,5034,29.3,612,230,34,575856
ABalaaapprl:140,ABalaaapprl,140,4756,-20243,-81,-87,4756,25.0,591,245,27,334401
ABalaaapprr:140,ABalaaapprr,140,4700,-20299,-55,-62,4700,21.8,590,206,30,390907
ABalaap:34,ABalaap,34,6083,-18916,5,11,6083,19.6,562,341,48,641503
ABalaapa:53,ABalaapa,53,5718,-19281,-48,-51,5718,32.6,571,274,43,616002
ABalaapaa:76,ABalaapaa,76,5304,-19696,19,24,5304,31.5,622,237,37,576118
ABalaapaaa:107,ABalaapaaa,107,4837,-20162,-18,-14,4837,21.7,616,242,32,485202
ABalaapaap:107,ABalaapaap,107,4854,-20145,4,8,4854,16.6,588,227,34,507770
ABalaapaapa:158,ABalaapaapa,158,4710,-20289,0,6,4710,18.5,619,244,32,454946
ABalaapaapp:158,ABalaapaapp,158,4742,-20257,-31,-42,4742,17.2,592,230,30,371742
ABalaapap:76,ABalaapap,76,5222,-19777,-50,-51,5222,32.3,586,208,36,484824
ABalaapapa:106,ABalaapapa,106,4797,-20202,10,8,4797,15.8,543,189,30,293375
ABalaapapp:106,ABalaapapp,106,4762,-20237,-36,-31,4762,17.5,530,167,33,323539
ABalaapappa:148,ABalaapappa,148,4646,-20353,-14,-3,4646,12.6,535,195,30,340005
ABalaapappp:148,ABalaapappp,148,4583,-20417,1,10,4583,13.3,485,170,29,275970
ABalaapp:53,ABalaapp,53,5667,-19332,-93,-91,5667,34.7,507,258,42,526069
ABalaappa:74,ABalaappa,74,5232,-19767,-77,-74,5232,41.4,584,206,35,539784
ABalaappaa:105,ABalaappaa,105,4872,-20127,25,20,4872,20.8,584,209,30,356975
ABalaappap:105,ABalaappap,105,4869,-20130,-25,-15,4869,21.5,569,203,35,538213
ABalaappapa:151,ABalaappapa,151,4707,-20292,62,76,4707,15.8,578,203,32,430963
ABalaappapp:151,ABalaappapp,151,4607,-20392,-20,-47,4607,13.2,539,199,29,304190
ABalaappp:74,ABalaappp,74,5316,-19683,-78,-90,5316,45.5,554,223,36,513543
ABalaapppa:99,ABalaapppa,99,4960,-20039,-79,-83,4960,32.0,584,216,33,563644
ABalaapppaa:152,ABalaapppaa,152,4802,-20197,-38,-49,4802,26.7,560,224,27,340833
ABalaapppap:152,ABalaapppap,152,4697,-20302,-55,-99,4697,25.8,562,191,27,347381
ABalaapppp:99,ABalaapppp,99,5081,-19918,3,-3,5081,37.0,586,191,36,586760
ABalaappppa:136,ABalaappppa,136,4768,-20231,-60,-77,4768,27.6,594,210,31,458086
ABalaappppp:136,ABalaappppp,136,4839,-20160,-23,-39,4839,32.2,583,198,34,666334
ABalap:18,ABalap,18,6729,-18270,542,546,6729,39.0,583,256,59,1946574
ABalapa:34,ABalapa,34,6601,-18398,328,328,6601,36.5,609,253,51,1258675
ABalapaa:52,ABalapaa,52,6023,-18976,131,130,6023,39.1,607,269,45,708126
ABalapaaa:73,ABalapaaa,73,5379,-19620,17,15,5379,44.6,589,331,37,586211
ABalapaaaa:101,ABalapaaaa,101,5017,-19982,-20,-21,5017,38.6,582,354,32,556005
ABalapaaap:101,ABalapaaap,101,5048,-19951,-35,-30,5048,43.0,563,367,34,570294
ABalapaaapa:143,ABalapaaapa,143,4906,-20093,26,55,4906,36.0,593,375,31,465011
ABalapaaapp:143,ABalapaaapp,143,4865,-20134,16,37,4865,40.8,571,394,30,421786
ABalapaap:73,ABalapaap,73,5301,-19699,-68,-67,5301,47.5,552,347,37,554029
ABalapaapa:100,ABalapaapa,100,4961,-20038,-66,-74,4961,33.4,556,381,32,574846
ABalapaapaa:154,ABalapaapaa,154,4779,-20220,-82,-108,4779,25.4,533,375,29,427523
ABalapaapap:154,ABalapaapap,154,4840,-20159,15,34,4840,29.1,521,407,26,339447
ABalapaapp:100,ABalapaapp,100,5097,-19902,-36,-44,5097,39.8,539,383,33,549908
ABalapaappa:137,ABalapaappa,137,4837,-20162,-67,-60,4837,29.5,565,383,34,694375
ABalapaappp:137,ABalapaappp,137,4979,-20020,80,79,4979,33.4,547,398,31,546198
ABalapap:52,ABalapap,52,6047,-18952,78,83,6047,45.1,561,268,43,676561
ABalapapa:72,ABalapapa,72,5328,-19671,-56,-59,5328,40.5,539,335,37,527221
ABalapapaa:100,ABalapapaa,100,5145,-19854,-13,-27,5145,42.8,556,331,29,429703
ABalapapap:100,ABalapapap,100,5103,-19896,-95,-97,5103,47.5,552,328,35,640713
ABalapapapa:136,ABalapapapa,136,4960,-20039,-36,-27,4960,46.5,570,318,30,428563
ABalapapapp:136,ABalapapapp,136,4975,-20024,1,-24,4975,45.8,546,335,28,405975
ABalapapp:72,ABalapapp,72,5341,-19658,-27,-31,5341,44.8,491,339,36,471001
ABalapappa:98,ABalapappa,98,5135,-19864,-64,-72,5135,43.5,515,349,32,456779
ABalapappaa:132,ABalapappaa,132,4904,-20095,-80,-92,4904,38.0,578,347,30,492177
ABalapappap:132,ABalapappap,132,4940,-20059,-37,-39,4940,42.3,551,356,30,485931
ABalapappp:98,ABalapappp,98,5153,-19846,-50,-66,5153,46.9,469,340,31,448434
ABalapapppa:140,ABalapapppa,140,4921,-20078,2,3,4921,46.0,541,368,27,407414
ABalapapppp:140,ABalapapppp,140,4936,-20063,-53,-55,4936,47.0,514,371,28,423284
ABalapp:34,ABalapp,34,6238,-18761,103,103,6238,31.8,525,280,49,833754
ABalappa:51,ABalappa,51,5944,-19055,73,73,5944,38.3,552,261,43,643881
ABalappaa:73,ABalappaa,73,5370,-19629,0,3,5370,48.0,589,296,36,597490
ABalappaaa:109,ABalappaaa,109,5050,-19949,38,44,5050,41.2,604,317,29,393241
ABalappaap:109,ABalappaap,109,4995,-20004,-11,11,4995,42.1,609,300,34,648933
ABalappaapa:161,ABalappaapa,161,4861,-20138,-126,-140,4861,36.6,617,308,30,469955
ABalappaapp:161,ABalappaapp,161,4995,-20004,21,-47,4995,40.8,594,319,30,425160
ABalappap:73,ABalappap,73,5374,-19625,-3,-8,5374,47.6,561,265,36,543978
ABalappapa:101,ABalappapa,101,4996,-20003,-28,-38,4996,36.5,601,236,33,615796
ABalappapaa:164,ABalappapaa,164,4824,-20176,-111,-171,4824,34.5,573,231,28,380154
ABalappapap:164,ABalappapap,164,4795,-20205,-174,-108,4795,39.5,556,200,24,245234
ABalappapp:101,ABalappapp,101,5078,-19921,-51,-56,5078,41.3,597,219,35,625374
ABalappappa:136,ABalappappa,136,4900,-20099,19,18,4900,34.6,611,225,31,477621
ABalappappp:136,ABalappappp,136,4916,-20083,63,79,4916,39.7,599,200,30,429375
ABalappp:51,ABalappp,51,5987,-19012,53,53,5987,41.3,485,261,44,633811
ABalapppa:71,ABalapppa,71,5356,-19643,-50,-51,5356,45.8,517,255,38,533198
ABalapppaa:97,ABalapppaa,97,5168,-19831,-24,-39,5168,43.7,590,254,33,550506
ABalapppaaa:137,ABalapppaaa,137,4943,-20056,14,18,4943,33.3,613,292,32,636565
ABalapppaap:137,ABalapppaap,137,4932,-20067,5,11,4932,39.5,611,272,29,452665
ABalapppap:97,ABalapppap,97,5164,-19835,-35,-42,5164,46.6,550,242,34,562183
ABalapppapa:134,ABalapppapa,134,4921,-20078,-65,-55,4921,45.3,586,273,30,480015
ABalapppapp:134,ABalapppapp,134,4936,-20063,-75,-87,4936,48.4,561,263,31,558382
ABalapppp:71,ABalapppp,71,5336,-19663,-61,-63,5336,42.8,454,244,38,521291
ABalappppa:97,ABalappppa,97,5119,-19880,-89,-102,5119,43.0,542,206,34,563266
ABalappppaa:130,ABalappppaa,130,4890,-20109,-82,-105,4890,36.3,601,247,32,598748
ABalappppap:130,ABalappppap,130,4956,-20043,-26,-51,4956,41.3,580,227,30,506281
ABalappppp:97,ABalappppp,97,5133,-19866,-39,-42,5133,46.3,505,188,34,541565
ABalapppppa:138,ABalapppppa,138,4875,-20124,-67,-78,4875,43.6,573,219,29,472727
ABalapppppp:138,ABalapppppp,138,4917,-20082,-20,-15,4917,47.3,552,205,31,535340
ABalp:7,ABalp,7,6632,-18367,667,669,6632,31.5,523,376,62,1872375
ABalpa:18,ABalpa,18,6582,-18417,487,487,6582,28.3,568,385,58,1516639
ABalpaa:34,ABalpaa,34,6170,-18829,-114,-114,6170,38.4,590,369,51,1314213
ABalpaaa:52,ABalpaaa,52,5724,-19275,-61,-61,5724,22.3,621,330,44,619041
ABalpaaaa:74,ABalpaaaa,74,5201,-19798,-52,-54,5201,18.2,614,304,40,567455
ABalpaaaaa:104,ABalpaaaaa,104,4873,-20126,-17,-24,4873,13.9,554,333,36,579255
ABalpaaaaaa:145,ABalpaaaaaa,145,4760,-20239,6,-23,4760,18.0,541,318,30,447473
ABalpaaaaap:145,ABalpaaaaap,145,4713,-20286,5,-2,4713,19.4,503,309,32,528048
ABalpaaaap:104,ABalpaaaap,104,4788,-20211,-33,-37,4788,11.9,520,315,32,399577
ABalpaaaapa:151,ABalpaaaapa,151,4660,-20339,-10,-53,4660,15.2,524,310,28,349943
ABalpaaaapp:151,ABalpaaaapp,151,4626,-20373,-61,-97,4626,14.7,496,310,28,379036
ABalpaaap:74,ABalpaaap,74,5125,-19874,-71,-81,5125,16.7,572,319,37,419796
ABalpaaapa:103,ABalpaaapa,103,4850,-20149,-121,-106,4850,20.4,507,327,33,484888
ABalpaaapaa:149,ABalpaaapaa,149,4723,-20276,-65,-89,4723,25.4,512,322,28,405391
ABalpaaapap:149,ABalpaaapap,149,4703,-20297,-177,-155,4703,26.5,484,333,26,325348
ABalpaaapp:103,ABalpaaapp,103,4931,-20068,-88,-21,4931,24.4,470,310,34,610103
ABalpaaappa:151,ABalpaaappa,151,5012,-19988,144,119,5012,28.3,460,318,32,531149
ABalpaaappp:151,ABalpaaappp,151,4733,-20266,-77,-71,4733,30.6,434,307,27,492797
ABalpaap:52,ABalpaap,52,5814,-19186,-166,-165,5814,32.3,584,367,46,736518
ABalpaapa:71,ABalpaapa,71,5344,-19655,-58,-58,5344,28.2,607,348,41,590121
ABalpaapaa:93,ABalpaapaa,93,5077,-19922,-30,-39,5077,22.7,596,329,33,521501
ABalpaapaaa:132,ABalpaapaaa,132,4834,-20165,-49,-64,4834,26.7,575,321,30,518205
ABalpaapaap:132,ABalpaapaap,132,4858,-20141,-60,-82,4858,29.8,552,320,32,577327
ABalpaapap:93,ABalpaapap,93,5087,-19912,-116,-131,5087,21.9,556,346,36,500907
ABalpaapapa:123,ABalpaapapa,123,4864,-20135,-74,-118,4864,27.1,525,318,33,612729
ABalpaapapp:123,ABalpaapapp,123,4800,-20199,-130,-152,4800,30.8,489,313,34,634981
ABalpaapp:71,ABalpaapp,71,5192,-19807,-109,-107,5192,25.5,534,348,39,499083
ABalpaappa:97,ABalpaappa,97,4895,-20104,-56,-59,4895,16.0,563,362,34,546570
ABalpaappaa:146,ABalpaappaa,146,4751,-20248,9,6,4751,15.2,580,317,31,487191
ABalpaappap:146,ABalpaappap,146,4633,-20366,-74,-69,4633,11.5,550,320,29,367628
ABalpaappp:97,ABalpaappp,97,5001,-19998,-41,-56,5001,20.0,534,385,35,602990
ABalpaapppa:137,ABalpaapppa,137,4817,-20182,-29,-33,4817,18.8,586,335,31,525382
ABalpaapppp:137,ABalpaapppp,137,4774,-20225,19,3,4774,13.3,558,354,29,426085
ABalpap:34,ABalpap,34,6055,-18944,-102,-102,6055,28.7,516,414,50,1025190
ABalpapa:51,ABalpapa,51,5733,-19266,-39,-39,5733,18.0,574,369,45,487093
ABalpapaa:72,ABalpapaa,72,5107,-19892,-65,-68,5107,13.5,560,341,38,358640
ABalpapaaa:99,ABalpapaaa,99,4886,-20113,-54,-66,4886,13.1,513,363,33,360647
ABalpapaaaa:135,ABalpapaaaa,135,4651,-20348,-89,-101,4651,12.0,517,337,27,291740
ABalpapaaap:135,ABalpapaaap,135,4670,-20329,1,5,4670,11.6,464,314,26,208920
ABalpapaap:99,ABalpapaap,99,4804,-20195,-24,-21,4804,10.9,480,319,33,362936
ABalpapaapa:146,ABalpapaapa,146,4640,-20359,-9,-23,4640,11.1,506,280,31,369780
ABalpapaapp:146,ABalpapaapp,146,4613,-20386,3,-9,4613,11.8,459,279,28,403729
ABalpapap:72,ABalpapap,72,5113,-19886,-57,-62,5113,15.8,510,329,36,298847
ABalpapapa:99,ABalpapapa,99,4865,-20134,-51,-55,4865,14.5,457,367,34,411652
ABalpapapaa:135,ABalpapapaa,135,4647,-20352,-19,-14,4647,10.9,429,323,29,274442
ABalpapapap:135,ABalpapapap,135,4716,-20283,15,7,4716,12.6,398,341,32,332328
ABalpapapp:99,ABalpapapp,99,4829,-20170,-39,-38,4829,13.7,400,371,34,399260
ABalpapappa:141,ABalpapappa,141,4625,-20374,-21,-25,4625,12.1,351,350,30,358063
ABalpapappp:141,ABalpapappp,141,4694,-20305,-34,-54,4694,16.3,342,345,31,393166
ABalpapp:51,ABalpapp,51,5761,-19238,-29,-29,5761,20.5,491,374,45,445187
ABalpappa:70,ABalpappa,70,5132,-19867,-43,-44,5132,18.7,499,305,36,264003
ABalpappaa:94,ABalpappaa,94,4865,-20134,-56,-58,4865,15.6,479,316,31,353404
ABalpappaaa:135,ABalpappaaa,135,4793,-20206,-17,-4,4793,25.0,495,293,27,358358
ABalpappaap:135,ABalpappaap,135,4743,-20256,-23,-7,4743,21.8,478,298,31,475473
ABalpappap:94,ABalpappap,94,4910,-20089,-37,-45,4910,15.3,435,320,32,297473
ABalpappapa:127,ABalpappapa,127,4690,-20309,-23,-31,4690,14.6,463,302,31,407773
ABalpappapp:127,ABalpappapp,127,4730,-20269,-24,-40,4730,17.2,397,289,33,406671
ABalpappp:70,ABalpappp,70,5129,-19870,-47,-42,5129,16.8,453,298,39,260297
ABalpapppa:94,ABalpapppa,94,4952,-20047,-55,-20,4952,22.0,448,314,35,645535
ABalpapppaa:158,ABalpapppaa,158,4689,-20310,-64,-82,4689,21.8,465,319,28,390258
ABalpapppap:158,ABalpapppap,158,4715,-20284,-113,-128,4715,24.1,437,315,26,322508
ABalpapppp:94,ABalpapppp,94,4903,-20096,-111,-118,4903,20.7,400,311,37,397238
ABalpappppa:124,ABalpappppa,124,4732,-20267,-42,-44,4732,19.7,430,293,33,483238
ABalpappppp:124,ABalpappppp,124,4721,-20278,-89,-92,4721,22.0,392,283,32,419193
ABalpp:18,ABalpp,18,6845,-18154,675,675,6845,43.9,461,387,59,2001733
ABalppa:35,ABalppa,35,6575,-18424,328,328,6575,43.8,495,400,50,1278687
ABalppaa:52,ABalppaa,52,5851,-19148,123,121,5851,26.8,553,395,42,583895
ABalppaaa:77,ABalppaaa,77,5194,-19805,-22,-18,5194,30.3,558,390,37,652269
ABalppaaaa:106,ABalppaaaa,106,4961,-20038,37,46,4961,27.4,572,397,30,489183
ABalppaaap:106,ABalppaaap,106,4902,-20097,-73,-74,4902,26.4,550,395,37,805072
ABalppaaapa:148,ABalppaaapa,148,4746,-20253,51,57,4746,20.0,559,405,32,363605
ABalppaaapp:148,ABalppaaapp,148,4691,-20308,-20,-5,4691,14.2,527,397,28,321626
ABalppaap:77,ABalppaap,77,5167,-19832,-7,-4,5167,24.4,521,409,37,583031
ABalppaapa:106,ABalppaapa,106,4893,-20106,73,75,4893,19.4,505,406,32,415267
ABalppaapp:106,ABalppaapp,106,4867,-20132,3,17,4867,22.6,482,414,34,635748
ABalppaappa:150,ABalppaappa,150,4750,-20249,39,56,4750,11.6,501,374,31,177927
ABalppaappp:150,ABalppaappp,150,4703,-20296,32,32,4703,13.1,457,389,32,428209
ABalppap:52,ABalppap,52,5858,-19141,49,48,5858,28.4,477,401,44,562336
ABalppapa:72,ABalppapa,72,5125,-19874,-32,-36,5125,15.5,499,380,38,389408
ABalppapaa:99,ABalppapaa,99,4863,-20136,-49,-50,4863,17.0,506,394,34,555067
ABalppapaaa:143,ABalppapaaa,143,4649,-20350,-62,-58,4649,12.4,554,375,30,453618
ABalppapaap:143,ABalppapaap,143,4655,-20344,-56,-55,4655,10.7,524,368,30,417725
ABalppapap:99,ABalppapap,99,4844,-20155,-35,-33,4844,15.0,473,389,34,506111
ABalppapapa:143,ABalppapapa,143,4696,-20303,8,8,4696,10.6,495,341,30,434038
ABalppapapp:143,ABalppapapp,143,4610,-20389,-46,-42,4610,10.7,454,343,31,407902
ABalppapp:72,ABalppapp,72,5059,-19940,-85,-87,5059,18.0,450,368,37,316600
ABalppappa:98,ABalppappa,98,4914,-20085,-56,-76,4914,20.3,463,382,35,645831
ABalppappaa:138,ABalppappaa,138,4771,-20228,-60,-73,4771,19.3,532,371,29,463998
ABalppappap:138,ABalppappap,138,4777,-20222,0,-11,4777,17.6,501,362,30,477796
ABalppappp:98,ABalppappp,98,4848,-20151,-73,-74,4848,17.5,418,388,34,490303
ABalppapppa:135,ABalppapppa,135,4703,-20296,-38,-44,4703,15.1,469,366,30,449031
ABalppapppp:135,ABalppapppp,135,4652,-20347,-38,-55,4652,13.8,437,369,31,446661
ABalppp:35,ABalppp,35,6430,-18569,215,216,6430,35.7,417,398,51,1100290
ABalpppa:52,ABalpppa,52,5876,-19123,25,24,5876,34.6,497,353,45,702387
ABalpppaa:73,ABalpppaa,73,5303,-19696,-9,-12,5303,35.4,525,387,37,626667
ABalpppaaa:101,ABalpppaaa,101,5000,-19999,43,47,5000,30.5,526,414,33,602563
ABalpppaaaa:147,ABalpppaaaa,147,4677,-20322,-62,-51,4677,22.7,532,417,31,575591
ABalpppaaap:147,ABalpppaaap,147,4675,-20324,8,29,4675,17.2,505,410,30,457568
ABalpppaap:101,ABalpppaap,101,4956,-20043,-2,6,4956,38.0,515,413,34,643657
ABalpppaapd:151,ABalpppaapd,151,4812,-20187,-6,44,4812,35.6,535,419,31,601372
ABalpppaapv:151,ABalpppaapv,151,4809,-20190,59,79,4809,28.4,541,422,30,445272
ABalpppap:73,ABalpppap,73,5249,-19750,-82,-86,5249,34.2,473,396,39,633598
ABalpppapa:98,ABalpppapa,98,4982,-20017,-16,-4,4982,33.8,483,418,34,614045
ABalpppapad:137,ABalpppapad,137,4816,-20183,60,77,4816,27.9,488,423,30,481176
ABalpppapav:137,ABalpppapav,137,4824,-20175,63,78,4824,24.4,499,414,30,500923
ABalpppapp:98,ABalpppapp,98,5044,-19955,6,14,5044,41.5,457,415,33,536416
ABalpppappa:135,ABalpppappa,135,4875,-20124,4,6,4875,37.9,502,412,28,486328
ABalpppappp:135,ABalpppappp,135,4828,-20171,-87,-83,4828,39.0,482,406,33,751437
ABalpppp:52,ABalpppp,52,5852,-19147,-3,-3,5852,33.0,416,336,45,591252
ABalppppa:71,ABalppppa,71,5269,-19730,-86,-95,5269,37.5,480,353,38,577854
ABalppppaa:97,ABalppppaa,97,5048,-19951,-49,-54,5048,35.8,499,378,32,540258
ABalppppaad:139,ABalppppaad,139,4805,-20194,-100,-128,4805,34.8,503,382,30,529895
ABalppppaav:139,ABalppppaav,139,4858,-20141,-48,-100,4858,30.2,511,375,31,567794
ABalppppap:97,ABalppppap,97,5085,-19914,-45,-51,5085,43.7,473,378,33,583035
ABalppppapa:134,ABalppppapa,134,4828,-20171,-93,-90,4828,37.7,540,382,31,468690
ABalppppapp:134,ABalppppapp,134,4931,-20068,42,49,4931,39.5,527,403,29,518857
ABalppppp:71,ABalppppp,71,5279,-19720,-98,-98,5279,36.6,417,366,40,577157
ABalpppppa:94,ABalpppppa,94,4992,-20007,-122,-129,4992,36.9,455,380,34,654394
ABalpppppaa:136,ABalpppppaa,136,4774,-20225,-107,-126,4774,32.0,481,372,31,555533
ABalpppppap:136,ABalpppppap,136,4813,-20186,-104,-133,4813,34.7,449,379,31,565239
ABalpppppp:94,ABalpppppp,94,5082,-19917,-198,-209,5082,41.7,406,383,36,621056
ABalppppppa:123,ABalppppppa,123,4883,-20116,-104,-137,4883,39.6,430,381,33,570009
ABalppppppp:123,ABalppppppp,123,4862,-20137,-141,-153,4862,41.6,423,403,35,610892
ABar:2,ABar,2,6275,-18725,447,447,6275,34.8,474,176,76,3033663
ABara:8,ABara,8,5982,-19017,248,248,5982,21.6,491,210,63,981962
ABaraa:18,ABaraa,18,5977,-19022,103,103,5977,19.6,537,250,55,765684
ABaraaa:34,ABaraaa,34,6064,-18935,14,14,6064,20.7,583,241,51,825714
ABaraaaa:50,ABaraaaa,50,5780,-19219,2,1,5780,23.0,597,239,43,569655
ABaraaaaa:73,ABaraaaaa,73,5359,-19640,0,-1,5359,29.1,633,275,37,574911
ABaraaaaaa:101,ABaraaaaaa,101,4970,-20029,-26,-27,4970,20.2,596,310,33,450192
ABaraaaaaaa:146,ABaraaaaaaa,146,4733,-20266,-62,-87,4733,20.8,565,314,28,388551
ABaraaaaaap:146,ABaraaaaaap,146,4719,-20280,-63,-76,4719,24.3,536,315,27,343624
ABaraaaaap:101,ABaraaaaap,101,4896,-20103,-57,-66,4896,18.5,572,272,33,447607
ABaraaaaapa:147,ABaraaaaapa,147,4655,-20344,-55,-85,4655,19.8,554,280,27,338182
ABaraaaaapp:147,ABaraaaaapp,147,4677,-20322,-95,-130,4677,24.1,527,278,27,334773
ABaraaaap:73,ABaraaaap,73,5239,-19760,-80,-83,5239,25.6,604,264,36,470237
ABaraaaapa:105,ABaraaaapa,105,4955,-20044,-75,-86,4955,27.0,599,293,31,466970
ABaraaaapaa:153,ABaraaaapaa,153,4761,-20238,-73,-94,4761,23.8,596,297,27,347418
ABaraaaapap:153,ABaraaaapap,153,4840,-20159,-29,-85,4840,28.2,575,295,30,434747
ABaraaaapp:105,ABaraaaapp,105,5009,-19990,-75,-77,5009,38.0,535,268,30,422217
ABaraaap:50,ABaraaap,50,5859,-19140,5,1,5859,29.5,542,192,45,539086
ABaraaapa:70,ABaraaapa,70,5249,-19750,-98,-100,5249,28.1,590,213,40,442551
ABaraaapaa:93,ABaraaapaa,93,5065,-19934,-7,-16,5065,20.6,586,289,32,417181
ABaraaapaaa:135,ABaraaapaaa,135,4777,-20222,-51,-67,4777,24.8,566,277,29,415763
ABaraaapaap:135,ABaraaapaap,135,4835,-20164,-58,-94,4835,28.5,546,269,32,580772
ABaraaapap:93,ABaraaapap,93,5007,-19992,-91,-94,5007,19.8,554,276,35,371950
ABaraaapapa:124,ABaraaapapa,124,4816,-20183,-102,-133,4816,28.1,524,262,31,428622
ABaraaapapp:124,ABaraaapapp,124,4788,-20211,-63,-80,4788,30.4,484,251,31,435479
ABaraaapp:70,ABaraaapp,70,5210,-19789,11,11,5210,22.2,546,189,38,302391
ABaraaappa:97,ABaraaappa,97,4893,-20106,-11,-12,4893,13.9,574,260,34,458011
ABaraaappaa:150,ABaraaappaa,150,4723,-20276,-25,-25,4723,16.3,582,293,28,334286
ABaraaappap:150,ABaraaappap,150,4669,-20330,-11,-32,4669,12.6,555,280,33,471725
ABaraaappp:97,ABaraaappp,97,4841,-20158,-84,-94,4841,13.7,544,234,33,305417
ABaraaapppa:138,ABaraaapppa,138,4755,-20244,-26,-46,4755,16.9,579,260,30,380383
ABaraaapppp:138,ABaraaapppp,138,4684,-20315,-7,-13,4684,10.9,534,252,29,266868
ABaraap:34,ABaraap,34,5930,-19069,-6,-4,5930,17.1,484,268,49,472587
ABaraapa:50,ABaraapa,50,5734,-19265,-7,-6,5734,17.7,542,227,44,376337
ABaraapaa:70,ABaraapaa,70,5241,-19758,-59,-62,5241,21.1,588,276,38,487589
ABaraapaaa:97,ABaraapaaa,97,5088,-19911,-102,-112,5088,31.7,571,316,34,638945
ABaraapaaaa:142,ABaraapaaaa,142,4829,-20170,-73,-82,4829,34.3,566,312,30,496659
ABaraapaaap:142,ABaraapaaap,142,4813,-20186,-134,-131,4813,36.8,542,301,30,476250
ABaraapaap:97,ABaraapaap,97,5037,-19962,-104,-108,5037,31.5,534,303,34,541132
ABaraapaapa:134,ABaraapaapa,134,4864,-20135,-72,-105,4864,34.5,529,311,30,557014
ABaraapaapp:134,ABaraapaapp,134,4933,-20066,-22,-67,4933,37.6,495,314,33,596213
ABaraapap:70,ABaraapap,70,5215,-19784,-52,-56,5215,22.2,534,271,39,397305
ABaraapapa:95,ABaraapapa,95,5016,-19983,-146,-132,5016,29.1,508,320,35,467816
ABaraapapaa:124,ABaraapapaa,124,4831,-20168,-126,-150,4831,33.6,465,319,32,509185
ABaraapapap:124,ABaraapapap,124,4862,-20137,-135,-137,4862,35.9,433,316,32,526472
ABaraapapp:95,ABaraapapp,95,4983,-20016,-49,-55,4983,29.6,458,288,32,531838
ABaraapappa:144,ABaraapappa,144,4741,-20258,-160,-146,4741,30.0,420,320,30,491888
ABaraapappp:144,ABaraapappp,144,4787,-20212,-38,-60,4787,32.0,414,278,30,454318
