cellTime,cell,time,none,global,local,blot,cross,z,x,y,size,gweight
ABplppppaaa:139,ABplppppaaa,139,4815,-20184,-93,-85,4815,13.6,271,289,28,215080
ABplppppaap:139,ABplppppaap,139,5056,-19943,-228,-156,5056,12.6,255,270,27,164780
ABplppppap:99,ABplppppap,99,5164,-19835,-136,-115,5164,13.5,247,312,32,215881
ABplppppapa:137,ABplppppapa,137,6390,-18609,926,908,6390,12.0,233,300,27,164420
ABplppppapp:137,ABplppppapp,137,6332,-18667,365,426,6332,11.8,227,262,26,124294
ABplppppp:72,ABplppppp,72,5402,-19597,-28,-13,5402,15.2,224,343,39,310289
ABplpppppa:102,ABplpppppa,102,6983,-18016,1375,1377,6983,15.9,243,271,31,249711
ABplpppppaa:150,ABplpppppaa,150,8719,-16280,2760,2839,8719,25.3,232,280,30,336076
ABplpppppap:150,ABplpppppap,150,8417,-16582,2004,2036,8417,19.1,215,268,28,236884
ABplpppppp:102,ABplpppppp,102,6646,-18353,939,963,6646,14.3,203,240,31,229915
ABplppppppa:143,ABplppppppa,143,8013,-16986,1731,2168,8013,11.2,154,236,30,277424
ABplppppppp:143,ABplppppppp,143,9178,-15821,3013,3228,9178,12.7,126,236,32,362855
ABpr:2,ABpr,2,5758,-19241,159,159,5758,21.5,291,165,70,1390865
ABpra:8,ABpra,8,5991,-19008,236,236,5991,25.0,329,135,63,1204338
ABpraa:18,ABpraa,18,5877,-19122,35,35,5877,24.6,373,132,56,757497
ABpraaa:33,ABpraaa,33,6041,-18958,-11,-9,6041,33.7,424,126,48,831403
ABpraaaa:50,ABpraaaa,50,5784,-19215,5,6,5784,33.0,446,132,43,489696
ABpraaaaa:72,ABpraaaaa,72,5289,-19710,37,39,5289,34.3,559,174,36,436623
ABpraaaaaa:102,ABpraaaaaa,102,4936,-20063,38,38,4936,25.6,574,177,32,406173
ABpraaaaaaa:146,ABpraaaaaaa,146,4678,-20321,0,-9,4678,21.9,567,179,30,356905
ABpraaaaaap:146,ABpraaaaaap,146,4647,-20352,-13,-17,4647,18.5,535,174,27,277146
ABpraaaaap:102,ABpraaaaap,102,4903,-20096,8,15,4903,30.2,566,165,33,511774
ABpraaaaapd:155,ABpraaaaapd,155,4741,-20258,-36,-22,4741,34.1,585,175,29,423929
ABpraaaaapv:155,ABpraaaaapv,155,4712,-20287,-24,-16,4712,26.6,582,174,30,391652
ABpraaaap:72,ABpraaaap,72,5268,-19731,-10,-12,5268,35.1,510,160,37,410805
ABpraaaapa:98,ABpraaaapa,98,4936,-20063,29,25,4936,25.4,543,156,34,399112
ABpraaaapad:140,ABpraaaapad,140,4731,-20268,71,65,4731,25.1,528,144,30,367626
ABpraaaapav:140,ABpraaaapav,140,4653,-20346,-71,-78,4653,25.3,539,162,31,425263
ABpraaaapp:98,ABpraaaapp,98,4981,-20018,-7,-9,4981,32.8,529,142,32,391772
ABpraaaappa:137,ABpraaaappa,137,4955,-20044,114,107,4955,38.0,540,157,29,408751
ABpraaaappp:137,ABpraaaappp,137,4842,-20157,-60,-76,4842,39.4,527,170,32,622983
ABpraaap:50,ABpraaap,50,5953,-19046,0,-1,5953,43.2,404,122,44,749719
ABpraaapa:70,ABpraaapa,70,5435,-19564,89,90,5435,43.5,536,169,37,544483
ABpraaapaa:99,ABpraaapaa,99,4984,-20015,-49,-56,4984,33.0,546,191,30,428579
ABpraaapaad:148,ABpraaapaad,148,4746,-20253,-53,-54,4746,33.7,534,183,31,511411
ABpraaapaav:148,ABpraaapaav,148,4747,-20252,-68,-99,4747,30.9,534,205,28,467910
ABpraaapap:99,ABpraaapap,99,4992,-20007,-72,-84,4992,39.0,541,169,34,583062
ABpraaapapa:145,ABpraaapapa,145,4838,-20161,-14,-13,4838,36.0,581,202,30,488481
ABpraaapapp:145,ABpraaapapp,145,4804,-20195,-41,-24,4804,39.0,569,168,29,426012
ABpraaapp:70,ABpraaapp,70,5390,-19609,-41,-43,5390,44.7,478,157,39,532495
ABpraaappa:94,ABpraaappa,94,5009,-19990,-40,-41,5009,33.0,514,181,32,418450
ABpraaappaa:137,ABpraaappaa,137,4804,-20195,-50,-47,4804,33.4,507,188,30,449919
ABpraaappap:137,ABpraaappap,137,4837,-20162,-9,-26,4837,36.0,482,173,28,340355
ABpraaappp:94,ABpraaappp,94,5132,-19867,-1,-1,5132,37.8,491,151,36,476807
ABpraaapppa:123,ABpraaapppa,123,4867,-20132,-37,-42,4867,39.8,477,159,31,450583
ABpraaapppp:123,ABpraaapppp,123,4910,-20089,-23,-31,4910,41.2,471,136,33,500666
ABpraap:33,ABpraap,33,5927,-19072,-26,-27,5927,23.4,357,138,50,575048
ABpraapa:49,ABpraapa,49,5773,-19226,-59,-56,5773,30.0,371,117,46,528032
ABpraapaa:69,ABpraapaa,69,5292,-19707,-78,-77,5292,42.9,478,128,38,510188
ABpraapaaa:96,ABpraapaaa,96,5115,-19884,-50,-54,5115,47.4,576,201,32,458430
ABpraapaaaa:140,ABpraapaaaa,140,4966,-20033,58,64,4966,42.2,623,264,30,408572
ABpraapaaap:140,ABpraapaaap,140,4893,-20106,-15,-15,4893,45.9,601,229,28,334509
ABpraapaap:96,ABpraapaap,96,5096,-19903,-70,-71,5096,45.7,536,159,34,494252
ABpraapaapa:134,ABpraapaapa,134,4949,-20050,54,44,4949,43.6,579,187,29,402117
ABpraapaapp:134,ABpraapaapp,134,4848,-20151,-81,-93,4848,42.0,551,171,29,349466
ABpraapap:69,ABpraapap,69,5314,-19685,-59,-59,5314,44.2,420,120,39,542300
ABpraapapa:95,ABpraapapa,95,5022,-19977,-75,-77,5022,42.8,504,144,34,519097
ABpraapapaa:141,ABpraapapaa,141,4888,-20111,-22,-23,4888,39.4,507,195,29,371427
ABpraapapap:141,ABpraapapap,141,4841,-20158,-61,-84,4841,42.3,490,165,28,325597
ABpraapapp:95,ABpraapapp,95,5136,-19863,-23,-29,5136,43.8,460,126,37,551327
ABpraapappa:129,ABpraapappa,129,4934,-20065,-68,-74,4934,44.5,518,163,30,374642
ABpraapappp:129,ABpraapappp,129,4938,-20061,-25,-29,4938,45.3,499,148,31,380993
ABpraapp:49,ABpraapp,49,5882,-19117,-48,-47,5882,35.7,304,126,46,702645
ABpraappa:69,ABpraappa,69,5313,-19686,2,-1,5313,41.7,382,101,36,487705
ABpraappaa:102,ABpraappaa,102,4889,-20110,4,0,4889,33.5,463,115,30,374460
ABpraappap:102,ABpraappap,102,4870,-20129,-11,-13,4870,32.7,431,108,31,368097
ABpraappp:69,ABpraappp,69,5315,-19684,-48,-50,5315,40.1,325,100,40,566213
ABpraapppa:96,ABpraapppa,96,4881,-20118,-42,-36,4881,31.7,398,99,32,358257
ABpraapppp:96,ABpraapppp,96,4885,-20114,-105,-99,4885,32.6,349,86,33,403689
ABprap:18,ABprap,18,6294,-18705,237,238,6294,36.2,275,130,58,1702624
ABprapa:33,ABprapa,33,6353,-18646,159,165,6353,42.1,319,118,50,1261744
ABprapaa:50,ABprapaa,50,5979,-19020,85,86,5979,45.6,348,116,44,788608
ABprapaaa:73,ABprapaaa,73,5374,-19625,-1,-5,5374,49.9,383,123,38,665219
ABprapaaaa:101,ABprapaaaa,101,5018,-19981,-117,-126,5018,44.0,400,123,34,613662
ABprapaaaaa:145,ABprapaaaaa,145,4784,-20215,-170,-185,4784,47.0,445,162,28,399326
ABprapaaaap:145,ABprapaaaap,145,4924,-20075,-89,-96,4924,49.8,419,158,30,441621
ABprapaaap:101,ABprapaaap,101,5089,-19910,-112,-135,5089,43.0,367,113,34,622093
ABprapaaapa:143,ABprapaaapa,143,4923,-20076,-183,-154,4923,41.5,423,140,31,456126
ABprapaaapp:143,ABprapaaapp,143,5018,-19981,-104,-133,5018,42.9,390,128,30,409271
ABprapaap:73,ABprapaap,73,5334,-19665,-9,-9,5334,48.1,322,122,38,677563
ABprapaapa:104,ABprapaapa,104,4881,-20118,-75,-71,4881,34.6,369,96,31,455423
ABprapaapp:104,ABprapaapp,104,4887,-20112,-100,-103,4887,34.2,319,84,34,556624
ABprapap:50,ABprapap,50,6073,-18926,24,47,6073,47.0,269,125,44,828001
ABprapapa:71,ABprapapa,71,5408,-19592,-15,-19,5408,47.6,280,116,39,688773
ABprapapaa:99,ABprapapaa,99,5082,-19917,-268,-206,5082,38.9,207,103,34,643229
ABprapapap:99,ABprapapap,99,5033,-19966,-122,-101,5033,31.1,197,100,33,560355
ABprapapp:71,ABprapapp,71,5395,-19604,-38,-39,5395,45.2,213,136,40,691107
ABprapappa:98,ABprapappa,98,5054,-19945,-69,-54,5054,28.1,174,113,34,604363
ABprapappp:98,ABprapappp,98,5153,-19846,-308,-243,5153,25.5,150,142,34,556837
ABprapapppa:148,ABprapapppa,148,5099,-19900,-510,-265,5099,28.7,148,123,29,429363
ABprapapppp:148,ABprapapppp,148,4998,-20001,-173,-168,4998,24.3,138,150,31,425386
ABprapp:33,ABprapp,33,6296,-18703,40,45,6296,35.2,228,142,50,1122660
ABprappa:50,ABprappa,50,5954,-19045,43,42,5954,37.9,222,118,46,836108
ABprappaa:73,ABprappaa,73,5305,-19694,6,3,5305,37.0,274,93,39,623705
ABprappaaa:103,ABprappaaa,103,4886,-20113,-160,-152,4886,28.4,301,91,33,448244
ABprappaap:103,ABprappaap,103,4936,-20063,-139,-123,4936,28.2,261,88,34,453462
ABprappap:73,ABprappap,73,5403,-19596,55,50,5403,36.3,210,110,39,644437
ABprappapa:102,ABprappapa,102,6616,-18383,1093,1192,6616,41.4,251,98,33,547550
ABprappapp:102,ABprappapp,102,6391,-18608,1180,1182,6391,25.5,224,98,33,444750
ABprappp:50,ABprappp,50,6017,-18982,19,33,6017,38.2,166,163,44,771780
ABprapppa:73,ABprapppa,73,5251,-19749,-63,-61,5251,28.4,195,116,35,442973
ABprapppaa:104,ABprapppaa,104,5005,-19994,-181,-192,5005,21.4,194,125,32,481277
ABprapppaaa:163,ABprapppaaa,163,5029,-19970,-440,-411,5029,25.0,188,117,27,339897
ABprapppaap:163,ABprapppaap,163,4907,-20092,-71,-77,4907,21.6,158,118,28,360630
ABprapppap:104,ABprapppap,104,5020,-19979,-246,-255,5020,18.6,193,145,32,361863
ABprapppapa:146,ABprapppapa,146,5273,-19726,-331,-210,5273,21.2,187,156,29,343560
ABprapppapp:146,ABprapppapp,146,4905,-20094,-389,-230,4905,16.1,171,170,28,241068
ABprapppp:73,ABprapppp,73,5317,-19682,-158,-90,5317,22.9,159,136,36,391192
ABprappppa:105,ABprappppa,105,4975,-20024,-24,41,4975,16.7,167,130,34,537594
ABprappppp:105,ABprappppp,105,4985,-20014,-261,-181,4985,14.9,150,168,34,420575
ABprp:8,ABprp,8,5883,-19116,166,166,5883,19.7,231,222,62,864276
ABprpa:18,ABprpa,18,5837,-19162,28,28,5837,17.6,274,185,55,633079
ABprpaa:34,ABprpaa,34,5944,-19055,-51,-51,5944,23.4,285,115,47,675028
ABprpaaa:52,ABprpaaa,52,5630,-19370,-24,-25,5630,22.9,364,113,41,294548
ABprpaaaa:72,ABprpaaaa,72,5131,-19868,-27,-28,5131,27.4,499,150,37,301774
ABprpaaaaa:97,ABprpaaaaa,97,4852,-20147,-49,-54,4852,21.3,515,174,32,330214
ABprpaaaaaa:140,ABprpaaaaaa,140,4694,-20305,-44,-68,4694,23.6,532,198,29,406947
ABprpaaaaap:140,ABprpaaaaap,140,4644,-20355,-148,-192,4644,24.5,510,174,28,351256
ABprpaaaap:97,ABprpaaaap,97,4824,-20175,-37,-39,4824,19.2,481,146,33,264737
ABprpaaaapa:133,ABprpaaaapa,133,4630,-20369,38,56,4630,14.3,410,153,28,186795
ABprpaaaapp:133,ABprpaaaapp,133,4624,-20376,-16,-20,4624,16.9,376,136,29,223510
ABprpaaap:72,ABprpaaap,72,5063,-19936,-49,-50,5063,26.6,449,117,34,212964
ABprpaaapa:98,ABprpaaapa,98,4791,-20208,-33,-37,4791,22.4,491,133,31,329509
ABprpaaapaa:147,ABprpaaapaa,147,4628,-20371,22,32,4628,15.7,519,165,29,310308
ABprpaaapap:147,ABprpaaapap,147,4553,-20446,-54,-58,4553,20.0,501,142,28,306460
ABprpaaapp:98,ABprpaaapp,98,4838,-20161,-34,-40,4838,23.5,453,121,32,283923
ABprpaaappa:136,ABprpaaappa,136,4625,-20374,-69,-81,4625,20.7,487,160,28,256465
ABprpaaappp:136,ABprpaaappp,136,4741,-20258,-36,-18,4741,24.7,463,160,29,394066
ABprpaap:52,ABprpaap,52,5704,-19295,-47,-47,5704,28.4,291,106,42,476442
ABprpaapa:72,ABprpaapa,72,5184,-19815,-31,-28,5184,34.3,444,120,36,384899
ABprpaapaa:100,ABprpaapaa,100,4824,-20175,-94,-98,4824,28.5,494,152,32,432915
ABprpaapaaa:146,ABprpaapaaa,146,4722,-20277,-130,-123,4722,27.8,522,199,28,665617
ABprpaapaap:146,ABprpaapaap,146,4692,-20307,-92,-109,4692,29.7,509,157,29,386786
ABprpaapap:100,ABprpaapap,100,4877,-20122,-51,-53,4877,31.5,477,123,32,373814
ABprpaapapa:143,ABprpaapapa,143,4730,-20269,-26,-27,4730,32.7,540,144,31,401837
ABprpaapapp:143,ABprpaapapp,143,4599,-20400,-91,-85,4599,26.1,503,133,29,336859
ABprpaapp:72,ABprpaapp,72,5142,-19857,-64,-61,5142,32.9,382,101,37,374501
ABprpaappa:97,ABprpaappa,97,4930,-20069,-49,-47,4930,32.3,446,124,32,402106
ABprpaappaa:138,ABprpaappaa,138,4762,-20237,-114,-117,4762,33.2,471,157,30,452095
ABprpaappap:138,ABprpaappap,138,4788,-20211,-90,-92,4788,37.5,449,130,30,428493
ABprpaappp:97,ABprpaappp,97,4880,-20119,-32,-39,4880,27.0,419,101,32,295871
ABprpaapppa:135,ABprpaapppa,135,4693,-20307,-45,-57,4693,26.3,474,144,29,358678
ABprpaapppp:135,ABprpaapppp,135,4682,-20317,-29,-28,4682,25.0,452,141,27,269470
ABprpap:34,ABprpap,34,5880,-19119,-83,-82,5880,17.1,208,162,48,568643
ABprpapa:51,ABprpapa,51,5624,-19375,3,4,5624,15.8,290,130,44,284918
ABprpapaa:72,ABprpapaa,72,5015,-19985,-54,-54,5015,20.6,413,132,35,200722
ABprpapaaa:100,ABprpapaaa,100,4892,-20107,-58,-54,4892,20.2,431,188,31,280426
ABprpapaaaa:145,ABprpapaaaa,145,4570,-20429,-102,-108,4570,17.7,453,208,24,196126
ABprpapaaap:145,ABprpapaaap,145,4607,-20392,-14,-25,4607,18.2,420,196,26,234190
ABprpapaap:100,ABprpapaap,100,4791,-20208,-39,-49,4791,19.3,402,166,31,268731
ABprpapaapa:147,ABprpapaapa,147,4639,-20360,19,14,4639,17.7,452,177,27,247745
ABprpapaapp:147,ABprpapaapp,147,4540,-20459,-61,-67,4540,17.3,427,176,26,217314
ABprpapap:72,ABprpapap,72,5007,-19992,-53,-52,5007,16.3,372,142,37,177557
ABprpapapa:98,ABprpapapa,98,4778,-20221,-58,-65,4778,15.0,371,170,32,185105
ABprpapapaa:135,ABprpapapaa,135,4643,-20356,-9,-12,4643,16.9,393,182,29,248510
ABprpapapap:135,ABprpapapap,135,4650,-20349,-77,-87,4650,18.6,365,164,29,240603
ABprpapapp:98,ABprpapapp,98,4858,-20141,0,-4,4858,13.6,329,173,31,162328
ABprpapappa:137,ABprpapappa,137,4687,-20312,26,27,4687,13.8,348,190,29,200865
ABprpapappp:137,ABprpapappp,137,5171,-19828,62,140,5171,15.2,312,206,28,191456
ABprpapp:51,ABprpapp,51,5694,-19305,-35,-32,5694,17.3,223,155,43,313768
ABprpappa:70,ABprpappa,70,5056,-19943,-35,-40,5056,15.8,344,162,36,156266
ABprpappaa:97,ABprpappaa,97,4822,-20177,-6,-7,4822,13.4,389,218,32,169491
ABprpappaaa:132,ABprpappaaa,132,4684,-20315,40,42,4684,12.0,424,229,26,189752
ABprpappaap:132,ABprpappaap,132,4573,-20426,-67,-62,4573,12.8,396,214,27,187970
ABprpappap:97,ABprpappap,97,4817,-20182,-59,-47,4817,15.0,348,221,31,153447
ABprpappapa:136,ABprpappapa,136,4631,-20368,-4,1,4631,12.9,369,215,30,229448
ABprpappapp:136,ABprpappapp,136,4699,-20300,-72,-52,4699,13.9,336,236,28,147559
ABprpappp:70,ABprpappp,70,5072,-19927,-58,-57,5072,16.0,302,149,36,169654
ABprpapppa:98,ABprpapppa,98,4853,-20146,-1,-1,4853,14.1,332,205,33,180732
ABprpapppaa:138,ABprpapppaa,138,4637,-20362,-44,-64,4637,17.7,395,204,29,288602
ABprpapppap:138,ABprpapppap,138,4694,-20305,-19,-22,4694,18.0,353,202,29,211405
ABprpapppp:98,ABprpapppp,98,5023,-19976,-187,-111,5023,12.9,265,222,33,197785
ABprpappppa:140,ABprpappppa,140,4956,-20043,-276,-243,4956,19.2,255,216,30,241129
ABprpappppp:140,ABprpappppp,140,5201,-19798,-375,-218,5201,18.8,219,233,28,231029
ABprpp:18,ABprpp,18,6081,-18918,126,126,6081,21.2,170,177,56,1040899
ABprppa:35,ABprppa,35,6290,-18709,113,112,6290,30.2,159,139,48,1078657
ABprppaa:53,ABprppaa,53,5709,-19290,49,48,5709,25.5,246,103,42,454541
ABprppaaa:76,ABprppaaa,76,5021,-19978,-36,-40,5021,25.2,374,109,34,255279
ABprppaaaa:107,ABprppaaaa,107,4806,-20193,-49,-60,4806,22.8,413,131,32,282458
ABprppaaaaa:142,ABprppaaaaa,142,4717,-20282,-70,-59,4717,24.0,447,178,27,328796
ABprppaaaap:142,ABprppaaaap,142,4730,-20269,19,13,4730,23.5,427,150,25,178440
ABprppaaap:107,ABprppaaap,107,4863,-20136,38,35,4863,25.6,409,111,27,240890
ABprppaap:76,ABprppaap,76,5047,-19952,8,7,5047,20.4,328,103,35,241848
ABprppaapa:104,ABprppaapa,104,4795,-20204,-37,-45,4795,18.1,365,137,30,214549
ABprppaapaa:150,ABprppaapaa,150,4555,-20444,-69,-61,4555,17.5,410,162,26,198462
ABprppaapap:150,ABprppaapap,150,4676,-20323,-33,-62,4676,21.4,395,148,27,214627
ABprppaapp:104,ABprppaapp,104,4833,-20166,13,14,4833,13.0,314,142,30,149385
ABprppaappa:145,ABprppaappa,145,4684,-20315,14,37,4684,13.5,331,193,25,116752
ABprppaappp:145,ABprppaappp,145,4619,-20380,-166,-176,4619,13.3,305,180,26,132398
ABprppap:53,ABprppap,53,5777,-19222,-44,-20,5777,28.3,187,131,44,570904
ABprppapa:74,ABprppapa,74,5142,-19857,-28,-35,5142,28.5,308,95,37,364200
ABprppapaa:101,ABprppapaa,101,4794,-20205,-45,-46,4794,19.9,370,107,33,233856
ABprppapaaa:138,ABprppapaaa,138,4639,-20360,-51,-59,4639,19.6,360,123,27,169694
ABprppapaap:138,ABprppapaap,138,4737,-20262,-88,-44,4737,20.2,328,120,29,207252
ABprppapap:101,ABprppapap,101,5045,-19954,136,135,5045,19.5,315,98,34,317040
ABprppapapa:150,ABprppapapa,150,5850,-19149,767,779,5850,18.5,307,132,29,220618
ABprppapapp:150,ABprppapapp,150,5927,-19072,757,805,5927,16.9,277,119,28,196073
ABprppapp:74,ABprppapp,74,5127,-19872,-106,-107,5127,27.1,242,107,37,399819
ABprppappa:103,ABprppappa,103,4800,-20199,-63,-55,4800,17.2,305,107,33,261085
ABprppappaa:146,ABprppappaa,146,4644,-20355,-17,-29,4644,17.8,336,164,28,169972
ABprppappap:146,ABprppappap,146,4602,-20397,-122,-108,4602,15.4,316,157,27,167464
ABprppappp:103,ABprppappp,103,4965,-20034,29,29,4965,15.9,263,114,33,315960
ABprppapppa:155,ABprppapppa,155,5246,-19754,213,269,5246,16.2,292,160,26,142836
ABprppapppp:155,ABprppapppp,155,5292,-19707,170,204,5292,13.3,259,144,27,158479
ABprppp:35,ABprppp,35,6196,-18803,19,20,6196,21.4,124,208,49,849184
ABprpppa:52,ABprpppa,52,5752,-19247,-9,-7,5752,18.7,159,154,43,406630
ABprpppaa:72,ABprpppaa,72,5095,-19904,-37,-35,5095,21.6,270,100,37,286980
ABprpppaaa:100,ABprpppaaa,100,4839,-20160,-68,-61,4839,13.8,281,127,33,240261
ABprpppaaaa:142,ABprpppaaaa,142,4811,-20188,-177,-64,4811,12.1,281,167,27,144363
ABprpppaaap:142,ABprpppaaap,142,4914,-20085,-109,-54,4914,12.1,240,142,29,179150
ABprpppaap:100,ABprpppaap,100,5187,-19812,133,153,5187,13.1,231,135,32,235108
ABprpppaapa:142,ABprpppaapa,142,7196,-17803,1415,1509,7196,15.0,205,155,27,197489
ABprpppaapp:142,ABprpppaapp,142,6705,-18294,1325,1395,6705,13.6,179,145,29,315635
ABprpppap:72,ABprpppap,72,5239,-19760,-24,-23,5239,20.0,203,119,37,296739
ABprpppapa:100,ABprpppapa,100,5848,-19152,615,621,5848,12.0,213,160,34,199856
ABprpppapaa:131,ABprpppapaa,131,6506,-18493,973,1062,6506,12.1,207,174,29,189336
ABprpppapap:131,ABprpppapap,131,6447,-18552,626,820,6447,10.9,184,212,29,203447
ABprpppapp:100,ABprpppapp,100,5664,-19335,146,238,5664,13.6,200,193,28,160207
ABprpppp:52,ABprpppp,52,5881,-19118,-182,-83,5881,20.8,117,211,45,512160
ABprppppa:72,ABprppppa,72,5097,-19902,-53,-58,5097,16.6,261,128,37,216063
ABprppppaa:98,ABprppppaa,98,4916,-20083,-45,-47,4916,15.0,297,173,30,140290
ABprppppaaa:139,ABprppppaaa,139,5012,-19988,-169,-158,5012,14.7,274,192,29,212607
ABprppppaap:139,ABprppppaap,139,5074,-19925,-139,-89,5074,14.8,248,195,31,260797
ABprppppap:98,ABprppppap,98,5121,-19878,-1,16,5121,13.5,263,170,31,136998
ABprppppapa:137,ABprppppapa,137,5655,-19344,501,491,5655,11.8,257,175,29,188885
ABprppppapp:137,ABprppppapp,137,5728,-19271,368,422,5728,11.5,228,200,29,169669
ABprppppp:72,ABprppppp,72,5243,-19756,-45,-21,5243,12.8,241,168,39,172283
ABprpppppa:99,ABprpppppa,99,6342,-18657,790,853,6342,17.1,240,210,32,234887
ABprpppppaa:146,ABprpppppaa,146,7474,-17526,1811,1891,7474,24.3,248,163,31,303786
ABprpppppap:146,ABprpppppap,146,6754,-18245,1210,1257,6754,19.6,212,189,29,246139
ABprpppppp:99,ABprpppppp,99,6403,-18596,704,760,6403,12.4,188,220,31,192107
ABprppppppa:135,ABprppppppa,135,7115,-17884,1045,1371,7115,10.9,156,200,30,248814
ABprppppppp:135,ABprppppppp,135,8786,-16213,2735,2870,8786,12.9,129,198,29,259140
EMS:1,EMS,1,5936,-19064,259,259,5936,24.5,365,383,68,821743
MS:3,MS,3,6210,-18789,492,492,6210,20.7,413,338,70,1401004
MSa:11,MSa,11,6894,-18105,932,932,6894,23.2,443,361,60,1138576
MSaa:25,MSaa,25,7166,-17833,1049,1049,7166,18.7,484,373,55,826537
MSaaa:41,MSaaa,41,6830,-18169,694,692,6830,17.8,508,345,46,510142
MSaaaa:60,MSaaaa,60,6183,-18816,569,567,6183,25.3,566,287,43,470396
MSaaaaa:79,MSaaaaa,79,5846,-19153,387,379,5846,36.5,588,292,36,503549
MSaaaaaa:102,MSaaaaaa,102,5149,-19850,55,39,5149,35.0,596,299,31,513180
MSaaaaap:102,MSaaaaap,102,5270,-19729,-22,-31,5270,39.8,568,293,34,463565
MSaaaaapa:130,MSaaaaapa,130,5005,-19994,-33,-49,5005,42.0,561,287,28,284050
MSaaaaapp:130,MSaaaaapp,130,5028,-19971,-12,-23,5028,43.3,527,299,28,317426
MSaaaap:79,MSaaaap,79,5640,-19359,246,242,5640,40.1,524,289,37,479434
MSaaaapa:104,MSaaaapa,104,5256,-19743,25,12,5256,42.2,528,303,32,429013
MSaaaapaa:138,MSaaaapaa,138,4959,-20040,-36,-42,4959,47.3,512,295,29,369311
MSaaaapap:138,MSaaaapap,138,4966,-20033,-6,-17,4966,46.9,480,285,28,298107
MSaaaapp:104,MSaaaapp,104,5183,-19816,-30,-38,5183,45.4,482,298,32,407457
MSaaaappa:142,MSaaaappa,142,4857,-20142,-124,-163,4857,46.4,470,306,27,324540
MSaaaappp:142,MSaaaappp,142,4870,-20129,-135,-144,4870,44.7,435,298,28,290084
MSaaap:60,MSaaap,60,5713,-19286,242,253,5713,23.4,467,284,41,297506
MSaaapa:81,MSaaapa,81,5323,-19676,3,4,5323,34.2,488,302,39,508496
MSaaapaa:105,MSaaapaa,105,5095,-19904,-73,-79,5095,37.5,499,301,34,467437
MSaaapaaa:139,MSaaapaaa,139,4925,-20074,-103,-122,4925,42.9,506,320,29,330203
MSaaapaap:139,MSaaapaap,139,4886,-20113,-84,-112,4886,41.5,467,316,29,381919
MSaaapap:105,MSaaapap,105,5095,-19904,-114,-121,5095,40.4,451,301,33,474596
MSaaapapa:143,MSaaapapa,143,4904,-20095,-44,-83,4904,40.9,449,317,30,380370
MSaaapapp:143,MSaaapapp,143,4973,-20026,-8,-16,4973,40.8,405,298,27,276753
MSaaapp:81,MSaaapp,81,5212,-19787,-72,-65,5212,34.9,442,274,34,471618
MSaaappa:124,MSaaappa,124,4946,-20053,-62,-94,4946,39.2,418,275,28,370184
MSaaappp:124,MSaaappp,124,4949,-20051,-136,-150,4949,42.8,402,266,32,508781
MSaap:41,MSaap,41,6568,-18431,474,482,6568,17.5,414,350,47,453925
MSaapa:59,MSaapa,59,5691,-19308,199,207,5691,16.2,430,306,43,232096
MSaapaa:78,MSaapaa,78,5445,-19554,154,147,5445,26.8,423,292,37,342661
MSaapaaa:101,MSaapaaa,101,5237,-19762,94,88,5237,28.6,424,308,32,326809
MSaapaaaa:137,MSaapaaaa,137,4905,-20094,9,0,4905,23.5,408,312,27,245696
MSaapaaap:137,MSaapaaap,137,4932,-20067,-5,-3,4932,27.2,390,299,29,297856
MSaapaap:101,MSaapaap,101,5341,-19658,45,34,5341,34.3,402,275,34,380380
MSaapaapa:134,MSaapaapa,134,5052,-19947,16,-40,5052,35.0,404,309,31,423873
MSaapaapp:134,MSaapaapp,134,5099,-19900,-143,-169,5099,37.1,372,297,29,328103
MSaapap:78,MSaapap,78,5200,-19799,30,37,5200,22.3,366,285,35,225318
MSaapapa:106,MSaapapa,106,5010,-19989,-107,-126,5010,30.3,374,296,32,476183
MSaapapp:106,MSaapapp,106,5081,-19918,-27,-41,5081,28.4,355,284,33,354263
MSaapappa:143,MSaapappa,143,4879,-20120,-100,-108,4879,29.2,374,294,30,331981
MSaapappp:143,MSaapappp,143,4920,-20079,-185,-198,4920,29.9,340,285,28,276412
MSaapp:59,MSaapp,59,5579,-19420,173,173,5579,14.2,341,306,41,194108
MSaappa:82,MSaappa,82,5078,-19921,29,46,5078,16.7,335,296,33,265049
MSaappaa:132,MSaappaa,132,4771,-20228,-78,-99,4771,21.5,356,278,29,296034
MSaappap:132,MSaappap,132,4905,-20094,-95,-75,4905,21.5,325,266,29,262756
MSaappp:82,MSaappp,82,5323,-19676,-43,-19,5323,19.9,296,318,38,331765
MSaapppa:123,MSaapppa,123,5196,-19803,-72,-66,5196,21.4,276,323,33,327241
MSaapppp:123,MSaapppp,123,5531,-19468,183,245,5531,25.9,315,346,38,517190
MSap:25,MSap,25,7780,-17219,1607,1606,7780,24.0,374,397,55,1090955
MSapa:42,MSapa,42,7217,-17782,1019,1021,7217,23.7,393,402,48,763859
MSapaa:62,MSapaa,62,5765,-19234,306,309,5765,24.5,429,334,42,383945
MSapaaa:84,MSapaaa,84,5630,-19369,258,249,5630,30.6,516,361,35,461084
MSapaaaa:112,MSapaaaa,112,5153,-19846,106,73,5153,25.8,540,352,30,383552
MSapaaap:112,MSapaaap,112,5243,-19756,142,130,5243,35.1,521,349,30,406862
MSapaap:84,MSapaap,84,6075,-18924,681,661,6075,30.7,457,345,35,454834
